Geography,Date,Units,BodyType,Private male,Private female,Private unknown,Company,Between keepers,Total
Wales,2022 Q4 (end December),Thousands,Heavy goods vehicles,5.1,1.3,0.3,16.9,0,23.7
Wales,2023 Q4 (end December),Thousands,Heavy goods vehicles,5.1,1.3,0.3,17.9,0,24.7
Wales,2024 Q4 (end December),Thousands,Heavy goods vehicles,5.1,1.3,0.3,18.1,0,24.8
Wales,2025 Q4 (end December),Thousands,Heavy goods vehicles,5.3,1.4,0.3,17.3,0,24.2
Wales,1994 Q4 (end December),Thousands,Light goods vehicles,60.9,6.3,1.4,39.6,0,108.2
Wales,1995 Q4 (end December),Thousands,Light goods vehicles,59.4,6.2,1.4,38.9,[low],105.9
Wales,1996 Q4 (end December),Thousands,Light goods vehicles,61.6,6.5,1.6,40.6,0,110.3
Wales,1997 Q4 (end December),Thousands,Light goods vehicles,62.6,6.6,1.6,41.9,0,112.7
Wales,1998 Q4 (end December),Thousands,Light goods vehicles,63.6,6.7,1.7,42.5,[low],114.5
Wales,1999 Q4 (end December),Thousands,Light goods vehicles,64.6,6.7,1.9,43.7,0,116.9
Wales,2000 Q4 (end December),Thousands,Light goods vehicles,63.3,6.5,2,43,0,114.9
Wales,2001 Q4 (end December),Thousands,Light goods vehicles,65,6.5,2.1,44.8,0,118.4
Wales,2002 Q4 (end December),Thousands,Light goods vehicles,67.6,6.6,2.5,47.7,0,124.4
Wales,2003 Q4 (end December),Thousands,Light goods vehicles,71.1,6.9,3,51.5,0,132.6
Wales,2004 Q4 (end December),Thousands,Light goods vehicles,77.7,7.5,3.4,54.7,0,143.3
Wales,2005 Q4 (end December),Thousands,Light goods vehicles,82.2,7.9,3.6,57.4,0,151
Wales,2006 Q4 (end December),Thousands,Light goods vehicles,85.1,8.1,3.8,60,0,157
Wales,2007 Q4 (end December),Thousands,Light goods vehicles,89.2,8.6,4,61.4,0,163.2
Wales,2008 Q4 (end December),Thousands,Light goods vehicles,91.1,8.7,4.1,60.6,0,164.5
Wales,2009 Q4 (end December),Thousands,Light goods vehicles,94.9,9.2,4.2,59,0,167.3
Wales,2010 Q4 (end December),Thousands,Light goods vehicles,96.7,9.5,4.7,57.8,0,168.7
Wales,2011 Q4 (end December),Thousands,Light goods vehicles,97.9,9.7,5.3,59.3,0,172.2
Wales,2012 Q4 (end December),Thousands,Light goods vehicles,100,9.9,5.5,60.6,0,176
Wales,2013 Q4 (end December),Thousands,Light goods vehicles,102.2,10.4,5.4,61.1,0,179
Wales,2014 Q4 (end December),Thousands,Light goods vehicles,104.9,10.8,5.7,62.8,0,184.1
Wales,2015 Q4 (end December),Thousands,Light goods vehicles,108.8,11.5,6.1,64.8,0,191.1
Wales,2016 Q4 (end December),Thousands,Light goods vehicles,113.3,12.4,6.3,67,0,199.1
Wales,2017 Q4 (end December),Thousands,Light goods vehicles,117.1,13,6.5,68.5,0,205.1
Wales,2018 Q4 (end December),Thousands,Light goods vehicles,120.6,13.9,6.5,71.1,0,212.2
Wales,2019 Q4 (end December),Thousands,Light goods vehicles,125.7,15,6.4,74.7,0,221.8
Wales,2020 Q4 (end December),Thousands,Light goods vehicles,130.5,15.7,5.8,77.6,0,229.6
Wales,2021 Q4 (end December),Thousands,Light goods vehicles,137.1,17.7,5.7,83.4,0,243.9
Wales,2022 Q4 (end December),Thousands,Light goods vehicles,140.9,19,5.4,87,0,252.3
Wales,2023 Q4 (end December),Thousands,Light goods vehicles,143.2,20.3,5.2,91.3,0,260
Wales,2024 Q4 (end December),Thousands,Light goods vehicles,146.4,21.7,5.1,94.3,0,267.5
Wales,2025 Q4 (end December),Thousands,Light goods vehicles,151.4,23.2,4.9,97,0,276.5
Wales,1994 Q4 (end December),Thousands,Motorcycles,23.1,2.1,0.2,0.5,0,26
Wales,1995 Q4 (end December),Thousands,Motorcycles,22.7,1.9,0.3,0.5,0,25.4
Wales,1996 Q4 (end December),Thousands,Motorcycles,24.1,1.9,0.3,0.7,0,27
Wales,1997 Q4 (end December),Thousands,Motorcycles,24.9,1.7,0.3,0.8,0,27.8
Wales,1998 Q4 (end December),Thousands,Motorcycles,27.4,1.8,0.4,0.8,0,30.4
Wales,1999 Q4 (end December),Thousands,Motorcycles,29.6,2,0.5,0.9,0,33
Wales,2000 Q4 (end December),Thousands,Motorcycles,31.4,2.1,0.6,1.1,0,35.2
Wales,2001 Q4 (end December),Thousands,Motorcycles,34,2.4,0.7,1,0,38
Wales,2002 Q4 (end December),Thousands,Motorcycles,37.1,2.5,0.7,1.1,0,41.5
Wales,2003 Q4 (end December),Thousands,Motorcycles,40.2,2.7,0.9,1.3,0,45.1
Wales,2004 Q4 (end December),Thousands,Motorcycles,43.9,2.8,1,1.2,0,48.8
Wales,2005 Q4 (end December),Thousands,Motorcycles,45.5,2.9,1,1.3,0,50.7
Wales,2006 Q4 (end December),Thousands,Motorcycles,46.9,3,1.1,1.2,0,52.2
Wales,2007 Q4 (end December),Thousands,Motorcycles,49.1,3.1,1.2,1.4,0,54.7
Wales,2008 Q4 (end December),Thousands,Motorcycles,50.6,3.2,1.3,1.3,0,56.4
Wales,2009 Q4 (end December),Thousands,Motorcycles,51,3.3,1.3,1.2,0,56.8
Wales,2010 Q4 (end December),Thousands,Motorcycles,49.5,3.1,1.6,1.1,0,55.2
Wales,2011 Q4 (end December),Thousands,Motorcycles,49.2,2.9,1.9,1.1,0,55.1
Wales,2012 Q4 (end December),Thousands,Motorcycles,48.6,2.9,1.9,1,0,54.4
Wales,2013 Q4 (end December),Thousands,Motorcycles,48.8,2.9,1.9,1.1,0,54.7
Wales,2014 Q4 (end December),Thousands,Motorcycles,48.9,2.9,2.1,1,0,54.9
Wales,2015 Q4 (end December),Thousands,Motorcycles,49.5,2.9,2.2,1,0,55.6
Wales,2016 Q4 (end December),Thousands,Motorcycles,50.9,3,2.5,1.1,0,57.4
Wales,2017 Q4 (end December),Thousands,Motorcycles,51,2.8,2.4,1,0,57.2
Wales,2018 Q4 (end December),Thousands,Motorcycles,52.3,2.9,2.4,1,0,58.6
Wales,2019 Q4 (end December),Thousands,Motorcycles,53.3,2.8,3,1.1,0,60.2
Wales,2020 Q4 (end December),Thousands,Motorcycles,54.8,2.8,3.4,1,0,62
Wales,2021 Q4 (end December),Thousands,Motorcycles,57.5,3,3.6,1.1,0,65.1
Wales,2022 Q4 (end December),Thousands,Motorcycles,59.4,3.2,3.8,1.1,0,67.6
Wales,2023 Q4 (end December),Thousands,Motorcycles,59.8,3.3,4,1.1,0,68.2
Wales,2024 Q4 (end December),Thousands,Motorcycles,60.1,3.4,4.2,1.1,0,68.8
Wales,2025 Q4 (end December),Thousands,Motorcycles,60.9,3.4,4.1,0.9,0,69.3
Wales,1994 Q4 (end December),Thousands,Other vehicles,18.1,0.8,1,13.7,0,33.5
Wales,1995 Q4 (end December),Thousands,Other vehicles,17.5,0.8,1,13.3,0,32.6
Wales,1996 Q4 (end December),Thousands,Other vehicles,17.6,0.8,1,13.5,0,33
Wales,1997 Q4 (end December),Thousands,Other vehicles,17.5,0.8,1.1,13.6,0,33
Wales,1998 Q4 (end December),Thousands,Other vehicles,17.6,0.8,1.1,13.4,0,33
Wales,1999 Q4 (end December),Thousands,Other vehicles,17.4,0.9,1.2,12.8,0,32.2
Wales,2000 Q4 (end December),Thousands,Other vehicles,17.1,0.8,1.1,12.1,0,31.2
Wales,2001 Q4 (end December),Thousands,Other vehicles,16.5,0.8,1.1,11.8,0,30.3
Wales,2002 Q4 (end December),Thousands,Other vehicles,17.1,0.8,1.2,12.2,0,31.4
Wales,2003 Q4 (end December),Thousands,Other vehicles,18.3,0.9,1.3,13,0,33.5
Wales,2004 Q4 (end December),Thousands,Other vehicles,19.6,1,1.4,13.7,0,35.8
Wales,2005 Q4 (end December),Thousands,Other vehicles,20.7,1,1.4,14.4,0,37.5
Wales,2006 Q4 (end December),Thousands,Other vehicles,21,1,1.4,14.6,0,38.1
Wales,2007 Q4 (end December),Thousands,Other vehicles,22,1.3,1.4,15.2,0,39.8
Wales,2008 Q4 (end December),Thousands,Other vehicles,22.4,1.5,1.4,15.6,0,40.9
Wales,2009 Q4 (end December),Thousands,Other vehicles,23.5,1.6,1.4,16.2,0,42.8
Wales,2010 Q4 (end December),Thousands,Other vehicles,24,1.8,1.5,16.7,0,44
Wales,2011 Q4 (end December),Thousands,Other vehicles,24.8,1.9,1.6,17.9,0,46.2
Wales,2012 Q4 (end December),Thousands,Other vehicles,25.6,2.1,1.6,19.2,0,48.5
Wales,2013 Q4 (end December),Thousands,Other vehicles,26,2.2,1.7,19.9,0,49.7
Wales,2014 Q4 (end December),Thousands,Other vehicles,26.5,2.4,1.7,20.5,0,51.1
Wales,2015 Q4 (end December),Thousands,Other vehicles,27.1,2.6,1.7,21.1,0,52.5
Wales,2016 Q4 (end December),Thousands,Other vehicles,27.6,2.8,1.7,21.8,0,53.8
Wales,2017 Q4 (end December),Thousands,Other vehicles,28.1,2.7,1.7,22.9,0,55.5
Wales,2018 Q4 (end December),Thousands,Other vehicles,28.9,3,1.8,23.9,0,57.5
Wales,2019 Q4 (end December),Thousands,Other vehicles,29.7,3.5,1.8,24.3,0,59.2
Wales,2020 Q4 (end December),Thousands,Other vehicles,30.8,3.9,1.9,25.2,0,61.7
Wales,2021 Q4 (end December),Thousands,Other vehicles,31.1,3.8,1.8,26.7,0,63.4
Wales,2022 Q4 (end December),Thousands,Other vehicles,31.2,3.9,1.8,28,0,65.1
Wales,2023 Q4 (end December),Thousands,Other vehicles,31.2,3.9,1.9,29,0,66
Wales,2024 Q4 (end December),Thousands,Other vehicles,31.2,4,1.8,29.6,0,66.7
Wales,2025 Q4 (end December),Thousands,Other vehicles,31.3,4.2,1.9,30.6,0,67.9
Wales,1994 Q4 (end December),Thousands,Total,751.2,287.4,28.5,133.8,0,"1,200.90"
Wales,1995 Q4 (end December),Thousands,Total,745.7,296.5,30.3,135.6,[low],"1,208.10"
Wales,1996 Q4 (end December),Thousands,Total,772.1,317.7,33.7,141.3,[low],"1,264.80"
Wales,1997 Q4 (end December),Thousands,Total,785,333.4,36,147.4,[low],"1,301.80"
Wales,1998 Q4 (end December),Thousands,Total,798.7,348,37.9,152.2,[low],"1,336.70"
Wales,1999 Q4 (end December),Thousands,Total,818.2,364.9,40.8,155.6,0,"1,379.60"
Wales,2000 Q4 (end December),Thousands,Total,824.1,378.4,43.5,134,0,"1,380.00"
Wales,2001 Q4 (end December),Thousands,Total,849.3,400.1,47.5,136.2,0,"1,433.10"
Wales,2002 Q4 (end December),Thousands,Total,881.8,423.3,52.7,139,0,"1,496.80"
Wales,2003 Q4 (end December),Thousands,Total,904.7,441,59.8,141.9,0,"1,547.40"
Wales,2004 Q4 (end December),Thousands,Total,931.2,456.1,64.7,164.9,0,"1,616.90"
Wales,2005 Q4 (end December),Thousands,Total,945,471.4,67.1,180.4,0,"1,663.90"
Wales,2006 Q4 (end December),Thousands,Total,944.7,482,69.9,183.7,0,"1,680.20"
Wales,2007 Q4 (end December),Thousands,Total,956.2,496,72.2,186.9,0,"1,711.30"
Wales,2008 Q4 (end December),Thousands,Total,956.6,506.4,73.1,187.3,0,"1,723.40"
Wales,2009 Q4 (end December),Thousands,Total,958.3,514.8,73.7,182.4,0,"1,729.20"
Wales,2010 Q4 (end December),Thousands,Total,951.7,521.7,76.9,182.7,0,"1,733.00"
Wales,2011 Q4 (end December),Thousands,Total,948.3,527.9,79.5,186.7,0,"1,742.40"
Wales,2012 Q4 (end December),Thousands,Total,951.2,536.7,79.6,189.6,0,"1,757.00"
Wales,2013 Q4 (end December),Thousands,Total,958.2,544.3,79.7,192.2,0,"1,774.50"
Wales,2014 Q4 (end December),Thousands,Total,967.4,555,81.1,194.8,0,"1,798.30"
Wales,2015 Q4 (end December),Thousands,Total,980.7,565.4,83.4,197,0,"1,826.50"
Wales,2016 Q4 (end December),Thousands,Total,"1,002.00",582.5,85.3,198.5,0,"1,868.30"
Wales,2017 Q4 (end December),Thousands,Total,"1,012.50",593.5,85.4,199.7,0,"1,891.10"
Wales,2018 Q4 (end December),Thousands,Total,"1,024.90",606.1,85,203.5,0,"1,919.40"
Wales,2019 Q4 (end December),Thousands,Total,"1,041.40",619.7,85,210.2,0,"1,956.30"
Wales,2020 Q4 (end December),Thousands,Total,"1,045.30",626.8,81.7,208.5,0,"1,962.30"
Wales,2021 Q4 (end December),Thousands,Total,"1,058.20",636.7,79.8,217.5,0,"1,992.20"
Wales,2022 Q4 (end December),Thousands,Total,"1,068.00",645.9,78.8,226,0,"2,018.70"
Wales,2023 Q4 (end December),Thousands,Total,"1,075.50",655.2,78.4,237.3,0,"2,046.40"
Wales,2024 Q4 (end December),Thousands,Total,"1,084.90",665.6,77.5,247,0,"2,074.90"
Wales,2025 Q4 (end December),Thousands,Total,"1,098.70",677.4,76.6,253.5,0,"2,106.20"
Great Britain,1994 Q4 (end December),Thousands,Buses and coaches,33.3,4.1,1.5,112.2,2.7,153.7
Great Britain,1995 Q4 (end December),Thousands,Buses and coaches,32.5,4.2,1.5,112.8,2.5,153.5
Great Britain,1996 Q4 (end December),Thousands,Buses and coaches,33.7,4.4,1.6,115.5,2.4,157.6
Great Britain,1997 Q4 (end December),Thousands,Buses and coaches,34.2,4.7,1.6,117.8,2.4,160.7
Great Britain,1998 Q4 (end December),Thousands,Buses and coaches,33.7,4.8,1.7,119.3,1.8,161.3
Great Britain,1999 Q4 (end December),Thousands,Buses and coaches,34,4.9,1.9,125.1,2.3,168.1
Great Britain,2000 Q4 (end December),Thousands,Buses and coaches,33.3,4.8,2,130.9,1.5,172.6
Great Britain,2001 Q4 (end December),Thousands,Buses and coaches,32.6,4.7,2,130.6,1.8,171.6
Great Britain,2002 Q4 (end December),Thousands,Buses and coaches,31.9,4.6,2,132.6,1.8,173
Great Britain,2003 Q4 (end December),Thousands,Buses and coaches,31.6,4.5,2.2,134.4,2.1,174.7
Great Britain,2004 Q4 (end December),Thousands,Buses and coaches,32.1,4.5,2.2,136,2.8,177.7
Great Britain,2005 Q4 (end December),Thousands,Buses and coaches,31.7,4.4,2.3,137.8,2.3,178.4
Great Britain,2006 Q4 (end December),Thousands,Buses and coaches,31.4,4.4,2.3,136.6,2.3,177
Great Britain,2007 Q4 (end December),Thousands,Buses and coaches,31,4.4,2.2,136.9,2.4,176.9
Great Britain,2008 Q4 (end December),Thousands,Buses and coaches,29.9,4.2,2.1,137.1,2.1,175.5
Great Britain,2009 Q4 (end December),Thousands,Buses and coaches,29.5,4.3,2.1,135.8,2,173.7
Great Britain,2010 Q4 (end December),Thousands,Buses and coaches,28.2,4.2,2.2,134.3,2.3,171.2
Great Britain,2011 Q4 (end December),Thousands,Buses and coaches,27,4.1,2.2,132.3,2.5,168.1
Great Britain,2012 Q4 (end December),Thousands,Buses and coaches,26,4,2.1,132,2.2,166.3
Great Britain,2013 Q4 (end December),Thousands,Buses and coaches,25.5,3.9,2,130.9,2.1,164.5
Great Britain,2014 Q4 (end December),Thousands,Buses and coaches,25,3.9,2,129.9,1.5,162.2
Great Britain,2015 Q4 (end December),Thousands,Buses and coaches,24.8,3.9,1.9,129.6,1.4,161.7
Great Britain,2016 Q4 (end December),Thousands,Buses and coaches,24.8,4,2,129.2,1.5,161.5
Great Britain,2017 Q4 (end December),Thousands,Buses and coaches,24.1,3.9,1.9,126.9,1.6,158.4
Great Britain,2018 Q4 (end December),Thousands,Buses and coaches,23.3,3.8,1.8,124.4,1.6,155
Great Britain,2019 Q4 (end December),Thousands,Buses and coaches,22.7,3.8,1.7,122.3,1.5,152
Great Britain,2020 Q4 (end December),Thousands,Buses and coaches,21.5,3.7,1.4,108.8,1.4,136.7
Great Britain,2021 Q4 (end December),Thousands,Buses and coaches,22.7,4,1.3,111.2,1.5,140.7
Great Britain,2022 Q4 (end December),Thousands,Buses and coaches,22.1,3.9,1.2,109.6,1.2,138.1
Great Britain,2023 Q4 (end December),Thousands,Buses and coaches,20.9,3.7,1.1,109.4,1.1,136.2
Great Britain,2024 Q4 (end December),Thousands,Buses and coaches,19.9,3.5,1,112.1,1.3,137.7
Great Britain,2025 Q4 (end December),Thousands,Buses and coaches,19.3,3.3,0.9,113.5,1,138
Great Britain,1994 Q4 (end December),Thousands,Cars,"12,296.70","5,836.80",488.9,"2,197.30",379.6,"21,199.20"
Great Britain,1995 Q4 (end December),Thousands,Cars,"12,256.70","6,002.80",520,"2,230.70",383.8,"21,394.10"
Great Britain,1996 Q4 (end December),Thousands,Cars,"12,616.40","6,375.80",573.3,"2,283.30",388.7,"22,237.50"
Great Britain,1997 Q4 (end December),Thousands,Cars,"12,815.10","6,662.30",614.4,"2,392.40",347.5,"22,831.70"
Great Britain,1998 Q4 (end December),Thousands,Cars,"13,007.30","6,908.30",662.7,"2,424.20",290.8,"23,293.30"
Great Britain,1999 Q4 (end December),Thousands,Cars,"13,265.50","7,170.80",724,"2,386.70",428,"23,974.90"
Great Britain,2000 Q4 (end December),Thousands,Cars,"13,417.70","7,410.00",775.9,"2,518.70",283.2,"24,405.50"
Great Britain,2001 Q4 (end December),Thousands,Cars,"13,730.70","7,726.00",847.1,"2,441.60",380.5,"25,125.90"
Great Britain,2002 Q4 (end December),Thousands,Cars,"14,057.20","8,049.00",928.8,"2,319.60",427.3,"25,781.90"
Great Britain,2003 Q4 (end December),Thousands,Cars,"14,228.40","8,271.10","1,040.10","2,212.40",488.4,"26,240.40"
Great Britain,2004 Q4 (end December),Thousands,Cars,"14,466.60","8,506.10","1,114.70","2,293.30",647.5,"27,028.10"
Great Britain,2005 Q4 (end December),Thousands,Cars,"14,616.30","8,766.30","1,164.70","2,434.00",539.1,"27,520.40"
Great Britain,2006 Q4 (end December),Thousands,Cars,"14,534.30","8,930.70","1,194.10","2,382.00",568,"27,609.20"
Great Britain,2007 Q4 (end December),Thousands,Cars,"14,633.00","9,138.90","1,216.60","2,426.90",584.9,"28,000.30"
Great Britain,2008 Q4 (end December),Thousands,Cars,"14,689.10","9,324.00","1,220.00","2,442.60",485,"28,160.70"
Great Britain,2009 Q4 (end December),Thousands,Cars,"14,678.80","9,470.60","1,230.60","2,341.10",525.3,"28,246.50"
Great Britain,2010 Q4 (end December),Thousands,Cars,"14,610.20","9,596.70","1,267.90","2,313.90",632.1,"28,420.90"
Great Britain,2011 Q4 (end December),Thousands,Cars,"14,543.10","9,690.10","1,295.50","2,343.80",594.9,"28,467.30"
Great Britain,2012 Q4 (end December),Thousands,Cars,"14,573.40","9,816.60","1,311.20","2,376.60",644.8,"28,722.50"
Great Britain,2013 Q4 (end December),Thousands,Cars,"14,730.00","9,955.10","1,332.10","2,446.50",677.4,"29,140.90"
Great Britain,2014 Q4 (end December),Thousands,Cars,"14,912.50","10,114.90","1,364.60","2,537.50",503.2,"29,432.90"
Great Britain,2015 Q4 (end December),Thousands,Cars,"15,145.50","10,299.50","1,410.40","2,634.20",582.9,"30,072.50"
Great Britain,2016 Q4 (end December),Thousands,Cars,"15,469.90","10,562.00","1,448.10","2,765.90",604.5,"30,850.40"
Great Britain,2017 Q4 (end December),Thousands,Cars,"15,610.40","10,742.60","1,448.70","2,780.40",618.2,"31,200.20"
Great Britain,2018 Q4 (end December),Thousands,Cars,"15,754.70","10,913.50","1,439.90","2,778.60",630.9,"31,517.60"
Great Britain,2019 Q4 (end December),Thousands,Cars,"15,967.20","11,119.10","1,426.70","2,742.70",632.7,"31,888.40"
Great Britain,2020 Q4 (end December),Thousands,Cars,"15,973.80","11,199.10","1,379.40","2,584.40",559.3,"31,696.00"
Great Britain,2021 Q4 (end December),Thousands,Cars,"16,025.40","11,270.20","1,344.40","2,592.20",646.4,"31,878.60"
Great Britain,2022 Q4 (end December),Thousands,Cars,"16,101.60","11,351.30","1,332.80","2,743.10",641.1,"32,169.90"
Great Britain,2023 Q4 (end December),Thousands,Cars,"16,205.50","11,455.20","1,334.70","2,915.70",634.9,"32,546.00"
Great Britain,2024 Q4 (end December),Thousands,Cars,"16,342.20","11,573.30","1,321.50","3,055.10",622.8,"32,914.80"
Great Britain,2025 Q4 (end December),Thousands,Cars,"16,505.00","11,713.60","1,314.00","3,257.50",618.1,"33,408.20"
Great Britain,1994 Q4 (end December),Thousands,Heavy goods vehicles,65,8.3,2.6,337,6.9,419.7
Great Britain,1995 Q4 (end December),Thousands,Heavy goods vehicles,62.5,8.3,2.6,342.2,6.2,421.7
Great Britain,1996 Q4 (end December),Thousands,Heavy goods vehicles,62.2,9.3,2.8,348.6,5.9,428.8
Great Britain,1997 Q4 (end December),Thousands,Heavy goods vehicles,61.1,9.8,2.9,355.6,5.6,435
Great Britain,1998 Q4 (end December),Thousands,Heavy goods vehicles,59.6,10.5,3,362.4,4.2,439.9
Great Britain,1999 Q4 (end December),Thousands,Heavy goods vehicles,59.7,11.3,3.4,376.9,7,458.3
Great Britain,2000 Q4 (end December),Thousands,Heavy goods vehicles,57.9,11.8,3.6,392.9,4.5,470.6
Great Britain,2001 Q4 (end December),Thousands,Heavy goods vehicles,56.8,11.9,3.8,398.4,5.7,476.7
Great Britain,2002 Q4 (end December),Thousands,Heavy goods vehicles,57.2,13,4.3,403.1,7,484.7
Great Britain,2003 Q4 (end December),Thousands,Heavy goods vehicles,58.2,14,5,406.3,6.8,490.4
Great Britain,2004 Q4 (end December),Thousands,Heavy goods vehicles,61.9,15.5,5.5,412.9,9.4,505.2
Great Britain,2005 Q4 (end December),Thousands,Heavy goods vehicles,63.5,16.4,5.7,414.2,8,507.7
Great Britain,2006 Q4 (end December),Thousands,Heavy goods vehicles,64.4,17.2,5.6,412.4,8.1,507.8
Great Britain,2007 Q4 (end December),Thousands,Heavy goods vehicles,65.5,18,5.5,412.8,8.7,510.5
Great Britain,2008 Q4 (end December),Thousands,Heavy goods vehicles,64.3,18.4,5.2,399.8,7.9,495.6
Great Britain,2009 Q4 (end December),Thousands,Heavy goods vehicles,64.5,18.9,5.3,381.9,7,477.5
Great Britain,2010 Q4 (end December),Thousands,Heavy goods vehicles,63.5,18.8,5.5,373.7,8.4,469.9
Great Britain,2011 Q4 (end December),Thousands,Heavy goods vehicles,62.9,19.2,5.6,368.2,9.4,465.3
Great Britain,2012 Q4 (end December),Thousands,Heavy goods vehicles,62.2,19.5,5.4,365.3,8,460.4
Great Britain,2013 Q4 (end December),Thousands,Heavy goods vehicles,62,19.7,5.3,373.1,8.7,468.7
Great Britain,2014 Q4 (end December),Thousands,Heavy goods vehicles,62.3,20.1,5.4,376.8,6.4,470.9
Great Britain,2015 Q4 (end December),Thousands,Heavy goods vehicles,63.2,20.7,5.6,383.9,6,479.4
Great Britain,2016 Q4 (end December),Thousands,Heavy goods vehicles,64.9,21.3,5.9,394.6,6.8,493.5
Great Britain,2017 Q4 (end December),Thousands,Heavy goods vehicles,66,21.8,5.9,398.4,7.1,499.3
Great Britain,2018 Q4 (end December),Thousands,Heavy goods vehicles,66.6,21.9,5.9,397.7,8.1,500.2
Great Britain,2019 Q4 (end December),Thousands,Heavy goods vehicles,67.2,22.2,5.7,399.2,7.1,501.4
Great Britain,2020 Q4 (end December),Thousands,Heavy goods vehicles,63.6,21.3,5.1,388.2,7.6,485.8
Great Britain,2021 Q4 (end December),Thousands,Heavy goods vehicles,67.6,22.2,5,402,7.7,504.4
Great Britain,2022 Q4 (end December),Thousands,Heavy goods vehicles,68.1,22,4.7,409.7,7.2,511.6
Great Britain,2023 Q4 (end December),Thousands,Heavy goods vehicles,68.1,21.7,4.4,408.7,7.1,510
Great Britain,2024 Q4 (end December),Thousands,Heavy goods vehicles,68.7,21.5,4.3,407.4,6.9,508.9
Great Britain,2025 Q4 (end December),Thousands,Heavy goods vehicles,70.2,21.5,4.2,409.6,6.2,511.7
Great Britain,1994 Q4 (end December),Thousands,Light goods vehicles,986,101.5,17.9,988.3,45.2,"2,138.90"
Great Britain,1995 Q4 (end December),Thousands,Light goods vehicles,968.2,99.7,18.4,993.9,43.7,"2,123.90"
Great Britain,1996 Q4 (end December),Thousands,Light goods vehicles,996.8,102.1,20.3,"1,012.60",43.2,"2,175.00"
Great Britain,1997 Q4 (end December),Thousands,Light goods vehicles,"1,010.70",103.1,21.9,"1,058.40",38,"2,232.20"
Great Britain,1998 Q4 (end December),Thousands,Light goods vehicles,"1,021.50",102.7,23.8,"1,100.70",30.4,"2,279.00"
Great Britain,1999 Q4 (end December),Thousands,Light goods vehicles,"1,033.00",103.1,26.6,"1,140.80",39.7,"2,343.10"
Great Britain,2000 Q4 (end December),Thousands,Light goods vehicles,"1,019.90",100.4,28.7,"1,206.50",27.9,"2,383.50"
Great Britain,2001 Q4 (end December),Thousands,Light goods vehicles,"1,036.10",99.2,31.4,"1,260.80",34.6,"2,462.20"
Great Britain,2002 Q4 (end December),Thousands,Light goods vehicles,"1,064.50",99.2,36.1,"1,305.40",37.8,"2,543.00"
Great Britain,2003 Q4 (end December),Thousands,Light goods vehicles,"1,109.90",101.1,43.8,"1,356.80",42,"2,653.60"
Great Britain,2004 Q4 (end December),Thousands,Light goods vehicles,"1,193.80",106.9,48.7,"1,415.80",57.8,"2,823.00"
Great Britain,2005 Q4 (end December),Thousands,Light goods vehicles,"1,256.40",112.4,51.7,"1,470.10",53.3,"2,943.90"
Great Britain,2006 Q4 (end December),Thousands,Light goods vehicles,"1,294.90",115.9,55,"1,500.10",57.6,"3,023.50"
Great Britain,2007 Q4 (end December),Thousands,Light goods vehicles,"1,352.50",120.4,57.4,"1,557.00",61.9,"3,149.20"
Great Britain,2008 Q4 (end December),Thousands,Light goods vehicles,"1,383.50",123.3,58.6,"1,568.90",57.3,"3,191.70"
Great Britain,2009 Q4 (end December),Thousands,Light goods vehicles,"1,437.10",130.1,60.9,"1,499.70",56.9,"3,184.80"
Great Britain,2010 Q4 (end December),Thousands,Light goods vehicles,"1,455.40",132.7,67.5,"1,482.50",69.9,"3,208.00"
Great Britain,2011 Q4 (end December),Thousands,Light goods vehicles,"1,466.60",135.7,74,"1,500.40",71.7,"3,248.50"
Great Britain,2012 Q4 (end December),Thousands,Light goods vehicles,"1,487.50",138.4,75,"1,509.90",70,"3,280.80"
Great Britain,2013 Q4 (end December),Thousands,Light goods vehicles,"1,517.40",142.4,75.8,"1,548.10",70.4,"3,354.00"
Great Britain,2014 Q4 (end December),Thousands,Light goods vehicles,"1,548.50",148.3,79.5,"1,618.70",53.1,"3,447.90"
Great Britain,2015 Q4 (end December),Thousands,Light goods vehicles,"1,598.30",157.7,86.1,"1,706.10",59.1,"3,607.40"
Great Britain,2016 Q4 (end December),Thousands,Light goods vehicles,"1,665.60",168.6,91.6,"1,791.20",65.1,"3,782.10"
Great Britain,2017 Q4 (end December),Thousands,Light goods vehicles,"1,709.80",177.9,93.7,"1,848.10",68.7,"3,898.20"
Great Britain,2018 Q4 (end December),Thousands,Light goods vehicles,"1,751.70",188.5,93.9,"1,906.30",69.6,"4,010.00"
Great Britain,2019 Q4 (end December),Thousands,Light goods vehicles,"1,806.80",200.4,90.6,"1,954.30",71.2,"4,123.40"
Great Britain,2020 Q4 (end December),Thousands,Light goods vehicles,"1,868.50",210.5,83,"1,985.30",73.3,"4,220.50"
Great Britain,2021 Q4 (end December),Thousands,Light goods vehicles,"1,929.80",228.8,77.8,"2,093.50",76.4,"4,406.20"
Great Britain,2022 Q4 (end December),Thousands,Light goods vehicles,"1,952.00",241.6,72.7,"2,146.10",73.8,"4,486.10"
Great Britain,2023 Q4 (end December),Thousands,Light goods vehicles,"1,964.40",253.9,68.5,"2,204.20",76.6,"4,567.60"
Great Britain,2024 Q4 (end December),Thousands,Light goods vehicles,"2,001.90",267.6,66,"2,231.70",82.1,"4,649.30"
Great Britain,2025 Q4 (end December),Thousands,Light goods vehicles,"2,059.40",283.8,63.8,"2,250.10",74.7,"4,731.80"
