Geography,Date Interval,Date,Units,BodyType,Measure,Reported Source,Petrol,Diesel,Hybrid Electric,Plug-in Hybrid Electric,Total
England,Monthly,Sep-21,Grams per kilometre,Cars,e-NEDC,[z],126.1,143.4,101.5,39.1,90.5
England,Monthly,Oct-21,Grams per kilometre,Cars,e-NEDC,[z],130,141,108.9,38.6,91.1
England,Monthly,Nov-21,Grams per kilometre,Cars,e-NEDC,[z],130.5,139.3,107.9,38.9,83.1
England,Monthly,Dec-21,Grams per kilometre,Cars,e-NEDC,[z],130.9,139.1,101.5,39.9,75
England,Monthly,Jan-22,Grams per kilometre,Cars,e-NEDC,[z],131.4,142.4,103.5,39.1,93.1
England,Monthly,Feb-22,Grams per kilometre,Cars,e-NEDC,[z],128.3,136.3,103.2,37.7,78.9
England,Monthly,Mar-22,Grams per kilometre,Cars,e-NEDC,[z],131.6,145,106.8,38.1,86.1
England,Monthly,Apr-22,Grams per kilometre,Cars,e-NEDC,[z],131.2,140.7,105.1,36.2,97
England,Monthly,May-22,Grams per kilometre,Cars,e-NEDC,[z],131.1,135.8,108.2,35.7,93.1
England,Monthly,Jun-22,Grams per kilometre,Cars,e-NEDC,[z],130.7,141.7,108.2,36.1,86.2
England,Monthly,Jul-22,Grams per kilometre,Cars,e-NEDC,[z],131.8,139,108.5,36.7,98.5
England,Monthly,Aug-22,Grams per kilometre,Cars,e-NEDC,[z],127.1,134.5,107.3,34.9,85.4
England,Monthly,Sep-22,Grams per kilometre,Cars,e-NEDC,[z],130.4,135.8,104.6,34.5,79
England,Monthly,Oct-22,Grams per kilometre,Cars,e-NEDC,[z],132.5,148.6,106.4,33.9,83.5
England,Monthly,Nov-22,Grams per kilometre,Cars,e-NEDC,[z],131.2,142.1,106.4,34.7,71.5
England,Monthly,Dec-22,Grams per kilometre,Cars,e-NEDC,[z],131.8,141.2,116.7,37,54.3
England,Annual,2019,Grams per kilometre,Cars,WLTP,[z],155.9,166.7,122.3,55.5,152.8
England,Annual,2020,Grams per kilometre,Cars,WLTP,[z],148.6,165.1,125.9,42.7,134.7
England,Annual,2021,Grams per kilometre,Cars,WLTP,[z],144.6,161.3,127,39.1,118.8
England,Annual,2022,Grams per kilometre,Cars,WLTP,[z],144.3,164.5,126.8,35.3,110.3
England,Annual,2023,Grams per kilometre,Cars,WLTP,[z],143.6,171.1,126.5,31.5,107.6
England,Annual,2024,Grams per kilometre,Cars,WLTP,[z],143.5,173.8,127.3,28.4,100.5
England,Annual,2025,Grams per kilometre,Cars,WLTP,[z],142.6,179.4,126.3,22.8,89.9
England,Quarterly,2018 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],154.5,165.9,118.6,57.1,152.7
England,Quarterly,2019 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],154.4,166.1,121,61.4,153.6
England,Quarterly,2019 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],157.8,166.9,120.6,58.4,155.6
England,Quarterly,2019 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],155.5,167.1,122.3,54.2,151.6
England,Quarterly,2019 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],156.1,166.7,125.7,50.6,149.6
England,Quarterly,2020 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],150,165.6,125.1,51,142.8
England,Quarterly,2020 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],149.5,168,125.9,45.8,135.5
England,Quarterly,2020 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],147.8,166.1,124.9,41.2,134.9
England,Quarterly,2020 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],147.5,160.8,128.3,38.5,123.6
England,Quarterly,2021 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],146.1,162.3,129.6,41.3,128.8
England,Quarterly,2021 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],144.3,160.6,127.2,38.3,123.6
England,Quarterly,2021 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],143.3,162.7,124.8,38.7,115
England,Quarterly,2021 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],144.3,158.2,127.2,38.5,103.6
England,Quarterly,2022 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],144.5,162.1,125.7,37,110.9
England,Quarterly,2022 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],144.1,163.5,128,36.3,116.3
England,Quarterly,2022 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],144.1,166,126.4,35.2,113.4
England,Quarterly,2022 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],144.3,167.2,127.4,33,101
England,Quarterly,2023 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],142.5,172.3,125.6,33.2,110.8
England,Quarterly,2023 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],144.2,171.3,126.7,32,108.7
England,Quarterly,2023 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],143.8,170,127.3,30.7,106.5
England,Quarterly,2023 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],144.3,170.7,126.3,30.7,104.4
England,Quarterly,2024 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],143.8,171.7,126.7,31.6,108
England,Quarterly,2024 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],144.4,170.6,126.7,29.1,102.9
England,Quarterly,2024 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],142.1,175.2,127.7,29.3,98.5
England,Quarterly,2024 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],143.7,178.5,128.3,23.7,90.9
England,Quarterly,2025 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],143.2,181.6,126.7,22.9,96.8
England,Quarterly,2025 Q2 (April to June),Grams per kilometre,Cars,WLTP,[z],141.2,177.6,126.8,21.2,90
England,Quarterly,2025 Q3 (July to September),Grams per kilometre,Cars,WLTP,[z],141.8,177.7,126.2,21.8,88.1
England,Quarterly,2025 Q4 (October to December),Grams per kilometre,Cars,WLTP,[z],144.2,180,125.4,25.6,83.1
England,Quarterly,2026 Q1 (January to March),Grams per kilometre,Cars,WLTP,[z],143.2,182.9,122.1,30.8,90.2
England,Monthly,Sep-18,Grams per kilometre,Cars,WLTP,[z],154.2,169.6,122,56.7,153
England,Monthly,Oct-18,Grams per kilometre,Cars,WLTP,[z],154.7,167.5,119,55.6,153.7
England,Monthly,Nov-18,Grams per kilometre,Cars,WLTP,[z],154.2,165,118.2,58.9,152.4
England,Monthly,Dec-18,Grams per kilometre,Cars,WLTP,[z],154.6,165.3,118.5,56.6,151.9
England,Monthly,Jan-19,Grams per kilometre,Cars,WLTP,[z],154,165.7,120.2,62.3,152.9
England,Monthly,Feb-19,Grams per kilometre,Cars,WLTP,[z],152.6,162.9,119.7,59.3,151.4
England,Monthly,Mar-19,Grams per kilometre,Cars,WLTP,[z],154.8,166.8,121.6,61.6,154.3
England,Monthly,Apr-19,Grams per kilometre,Cars,WLTP,[z],158.8,166.5,119.6,60.2,156.4
England,Monthly,May-19,Grams per kilometre,Cars,WLTP,[z],158.2,166.7,121.7,58.1,155.7
England,Monthly,Jun-19,Grams per kilometre,Cars,WLTP,[z],156.8,167.5,120.4,57.4,155
England,Monthly,Jul-19,Grams per kilometre,Cars,WLTP,[z],156.8,166.4,119.4,58.3,153.9
England,Monthly,Aug-19,Grams per kilometre,Cars,WLTP,[z],154.9,163.7,117.2,51.2,148.2
England,Monthly,Sep-19,Grams per kilometre,Cars,WLTP,[z],155.1,168.3,124.7,53.4,151.4
England,Monthly,Oct-19,Grams per kilometre,Cars,WLTP,[z],156.9,167.5,123.5,54.8,151.6
England,Monthly,Nov-19,Grams per kilometre,Cars,WLTP,[z],155.9,166.3,124.6,50,148.9
England,Monthly,Dec-19,Grams per kilometre,Cars,WLTP,[z],155.8,166.1,130.1,48.3,148.3
England,Monthly,Jan-20,Grams per kilometre,Cars,WLTP,[z],149.7,165.5,125.6,46.8,143.8
England,Monthly,Feb-20,Grams per kilometre,Cars,WLTP,[z],147,158.9,121.1,48.3,140.8
England,Monthly,Mar-20,Grams per kilometre,Cars,WLTP,[z],151.1,167.9,125.9,54.7,142.8
England,Monthly,Apr-20,Grams per kilometre,Cars,WLTP,[z],150,158.4,122.8,55.8,95.8
England,Monthly,May-20,Grams per kilometre,Cars,WLTP,[z],152.9,169.2,135.6,46,131.2
England,Monthly,Jun-20,Grams per kilometre,Cars,WLTP,[z],149.1,168.1,125.1,45.6,137.3
England,Monthly,Jul-20,Grams per kilometre,Cars,WLTP,[z],150.3,165.2,124.9,43.7,138.4
England,Monthly,Aug-20,Grams per kilometre,Cars,WLTP,[z],146.6,162.5,122.8,41.4,133.9
England,Monthly,Sep-20,Grams per kilometre,Cars,WLTP,[z],146.8,167.8,125.3,39.6,133.4
England,Monthly,Oct-20,Grams per kilometre,Cars,WLTP,[z],148.1,163.4,128.2,39.2,131.8
England,Monthly,Nov-20,Grams per kilometre,Cars,WLTP,[z],147.3,158.9,129.9,38.1,125.5
England,Monthly,Dec-20,Grams per kilometre,Cars,WLTP,[z],146.9,159.3,127.2,38.2,113.8
England,Monthly,Jan-21,Grams per kilometre,Cars,WLTP,[z],148.1,162.4,130.6,40.8,130.4
England,Monthly,Feb-21,Grams per kilometre,Cars,WLTP,[z],144.5,157,129.3,40,127.8
England,Monthly,Mar-21,Grams per kilometre,Cars,WLTP,[z],145.7,163.3,129.3,41.7,128.4
England,Monthly,Apr-21,Grams per kilometre,Cars,WLTP,[z],145,161.5,127.3,39.9,127.7
England,Monthly,May-21,Grams per kilometre,Cars,WLTP,[z],145.4,161.1,127.5,38.7,125.2
England,Monthly,Jun-21,Grams per kilometre,Cars,WLTP,[z],142.8,159.3,126.8,36.7,119.2
England,Monthly,Jul-21,Grams per kilometre,Cars,WLTP,[z],145,162.2,125.4,38.8,120.6
England,Monthly,Aug-21,Grams per kilometre,Cars,WLTP,[z],143.4,158.3,122.9,37.6,116
England,Monthly,Sep-21,Grams per kilometre,Cars,WLTP,[z],142.3,164.8,125.1,39.1,111.4
England,Monthly,Oct-21,Grams per kilometre,Cars,WLTP,[z],144.2,156.7,130.3,38.1,111.4
England,Monthly,Nov-21,Grams per kilometre,Cars,WLTP,[z],144.4,158.7,127.6,38,104.2
England,Monthly,Dec-21,Grams per kilometre,Cars,WLTP,[z],144.1,159.3,123.6,39.6,95.6
England,Monthly,Jan-22,Grams per kilometre,Cars,WLTP,[z],145.7,160.9,126.3,38.1,114.7
England,Monthly,Feb-22,Grams per kilometre,Cars,WLTP,[z],141.5,154.1,123.8,35.4,103
England,Monthly,Mar-22,Grams per kilometre,Cars,WLTP,[z],144.5,164.4,125.8,36.9,111
England,Monthly,Apr-22,Grams per kilometre,Cars,WLTP,[z],143.9,165,128.1,37,120.4
England,Monthly,May-22,Grams per kilometre,Cars,WLTP,[z],144.5,159.6,127.3,35.5,116.8
England,Monthly,Jun-22,Grams per kilometre,Cars,WLTP,[z],143.9,165.6,128.5,36.4,112.5
England,Monthly,Jul-22,Grams per kilometre,Cars,WLTP,[z],146.7,169.7,126.8,37.1,121.5
England,Monthly,Aug-22,Grams per kilometre,Cars,WLTP,[z],141.5,162.4,124.4,34.8,111.4
England,Monthly,Sep-22,Grams per kilometre,Cars,WLTP,[z],143.6,164.4,126.7,34.3,110
England,Monthly,Oct-22,Grams per kilometre,Cars,WLTP,[z],143.5,169.3,126.9,32.2,112.8
England,Monthly,Nov-22,Grams per kilometre,Cars,WLTP,[z],144.3,165.4,127.5,32.6,103.3
England,Monthly,Dec-22,Grams per kilometre,Cars,WLTP,[z],145.6,166.9,127.8,34.4,86.6
England,Monthly,Jan-23,Grams per kilometre,Cars,WLTP,[z],143.4,167.6,125.5,34,113.8
England,Monthly,Feb-23,Grams per kilometre,Cars,WLTP,[z],138.6,160.4,124.6,32.8,105.2
England,Monthly,Mar-23,Grams per kilometre,Cars,WLTP,[z],143.1,176.8,125.8,32.9,110.8
England,Monthly,Apr-23,Grams per kilometre,Cars,WLTP,[z],144.2,173.4,127.9,32.5,112
England,Monthly,May-23,Grams per kilometre,Cars,WLTP,[z],143.8,169,126.1,32.4,109
England,Monthly,Jun-23,Grams per kilometre,Cars,WLTP,[z],144.7,171.6,126.4,31.3,106
England,Monthly,Jul-23,Grams per kilometre,Cars,WLTP,[z],145,171.8,127.3,31,108.4
England,Monthly,Aug-23,Grams per kilometre,Cars,WLTP,[z],141.7,163.7,126.2,30.4,100
England,Monthly,Sep-23,Grams per kilometre,Cars,WLTP,[z],143.8,170.8,127.5,30.5,107.5
England,Monthly,Oct-23,Grams per kilometre,Cars,WLTP,[z],143.9,169.6,125.9,30,106.1
England,Monthly,Nov-23,Grams per kilometre,Cars,WLTP,[z],144,171,126.1,30.8,105.4
England,Monthly,Dec-23,Grams per kilometre,Cars,WLTP,[z],145,171.7,127.1,31.2,101.6
England,Monthly,Jan-24,Grams per kilometre,Cars,WLTP,[z],144.7,173.1,127.1,31.4,109.2
England,Monthly,Feb-24,Grams per kilometre,Cars,WLTP,[z],142.3,161.6,125.3,30.7,103.4
England,Monthly,Mar-24,Grams per kilometre,Cars,WLTP,[z],143.8,173.4,126.9,31.9,108.8
England,Monthly,Apr-24,Grams per kilometre,Cars,WLTP,[z],144.5,169.9,125.2,29.4,105.6
England,Monthly,May-24,Grams per kilometre,Cars,WLTP,[z],144.9,169.7,128.1,29.1,104.6
England,Monthly,Jun-24,Grams per kilometre,Cars,WLTP,[z],143.7,172,126.7,29,99.5
England,Monthly,Jul-24,Grams per kilometre,Cars,WLTP,[z],142.5,176.7,128.8,31.3,101
England,Monthly,Aug-24,Grams per kilometre,Cars,WLTP,[z],141.4,172.4,125.9,30.3,96.2
England,Monthly,Sep-24,Grams per kilometre,Cars,WLTP,[z],142.1,175.2,127.6,27.9,97.9
England,Monthly,Oct-24,Grams per kilometre,Cars,WLTP,[z],143.1,172.9,128.3,26.4,97.9
England,Monthly,Nov-24,Grams per kilometre,Cars,WLTP,[z],144.1,182.3,129,22.8,91.9
England,Monthly,Dec-24,Grams per kilometre,Cars,WLTP,[z],143.9,180.5,127.6,21.8,82.8
England,Monthly,Jan-25,Grams per kilometre,Cars,WLTP,[z],141,184,126.9,24.4,96.6
England,Monthly,Feb-25,Grams per kilometre,Cars,WLTP,[z],140.8,173.6,126.8,22.2,89.2
England,Monthly,Mar-25,Grams per kilometre,Cars,WLTP,[z],144.7,182.4,126.6,22.6,98.7
England,Monthly,Apr-25,Grams per kilometre,Cars,WLTP,[z],140.8,177.8,126.3,21,92.7
England,Monthly,May-25,Grams per kilometre,Cars,WLTP,[z],140.9,179.1,126,21.6,90.5
England,Monthly,Jun-25,Grams per kilometre,Cars,WLTP,[z],141.6,176.5,127.7,20.9,87.9
England,Monthly,Jul-25,Grams per kilometre,Cars,WLTP,[z],142.5,177.7,126.5,21.1,91.7
England,Monthly,Aug-25,Grams per kilometre,Cars,WLTP,[z],140.5,176.1,126.8,21.2,83
England,Monthly,Sep-25,Grams per kilometre,Cars,WLTP,[z],141.8,178.3,125.9,22.3,87.8
England,Monthly,Oct-25,Grams per kilometre,Cars,WLTP,[z],143.7,178.5,125,24.1,86
England,Monthly,Nov-25,Grams per kilometre,Cars,WLTP,[z],143.8,181.5,124.5,25.2,85.4
England,Monthly,Dec-25,Grams per kilometre,Cars,WLTP,[z],145.2,179.9,126.6,27.5,78
England,Monthly,Jan-26,Grams per kilometre,Cars,WLTP,[z],144.3,182,125.3,29.2,93.7
England,Monthly,Feb-26,Grams per kilometre,Cars,WLTP,[z],141.2,175.3,124.2,31.1,87.9
England,Monthly,Mar-26,Grams per kilometre,Cars,WLTP,[z],143.3,185,120.6,31.4,89.4
Scotland,Annual,2003,Grams per kilometre,Cars,Reported,NEDC figure,171.1,162.4,[u],[u],168.7
Scotland,Annual,2004,Grams per kilometre,Cars,Reported,NEDC figure,169.3,161.4,[u],[u],166.9
Scotland,Annual,2005,Grams per kilometre,Cars,Reported,NEDC figure,167.1,162.8,[u],[u],165.6
Scotland,Annual,2006,Grams per kilometre,Cars,Reported,NEDC figure,164.3,164.6,[u],[u],164.4
Scotland,Annual,2007,Grams per kilometre,Cars,Reported,NEDC figure,162.2,162.5,[u],[u],162.2
Scotland,Annual,2008,Grams per kilometre,Cars,Reported,NEDC figure,156.9,155.5,[u],[u],156.3
Scotland,Annual,2009,Grams per kilometre,Cars,Reported,NEDC figure,148.1,150,[u],[u],148.6
Scotland,Annual,2010,Grams per kilometre,Cars,Reported,NEDC figure,142.8,144.8,107.4,[u],143.4
Scotland,Annual,2011,Grams per kilometre,Cars,Reported,NEDC figure,137.9,139.3,107.4,[u],138.2
Scotland,Annual,2012,Grams per kilometre,Cars,Reported,NEDC figure,132.7,134.5,102.8,[u],133.2
Scotland,Annual,2013,Grams per kilometre,Cars,Reported,NEDC figure,128.2,129.3,98.1,[u],128.4
Scotland,Annual,2014,Grams per kilometre,Cars,Reported,NEDC figure,125.9,124,96,[u],124.4
Scotland,Annual,2015,Grams per kilometre,Cars,Reported,NEDC figure,123.2,121.1,94.3,45.2,121.4
Scotland,Annual,2016,Grams per kilometre,Cars,Reported,NEDC figure,122.8,118.6,94.9,47.2,120
Scotland,Annual,2017,Grams per kilometre,Cars,Reported,NEDC figure,123.1,120.2,91.8,46.3,120.2
Scotland,Annual,2018,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,125.5,128.4,94.5,46.1,123.6
Scotland,Annual,2019,Grams per kilometre,Cars,Reported,e-NEDC calculation,129.5,134.5,96.1,46.8,126.5
Scotland,Annual,2020,Grams per kilometre,Cars,Reported,Mix of e-NEDC calculation and WLTP figure,137.8,156.5,117.9,38.6,128.9
Scotland,Annual,2021,Grams per kilometre,Cars,Reported,WLTP figure,140.1,161.1,123.5,37.6,124.7
Scotland,Annual,2022,Grams per kilometre,Cars,Reported,WLTP figure,138.8,161.4,124.4,34.6,119.3
Scotland,Annual,2023,Grams per kilometre,Cars,Reported,WLTP figure,138.8,164.8,124.5,31.1,118.1
Scotland,Annual,2024,Grams per kilometre,Cars,Reported,WLTP figure,139.7,169.8,125.9,29.5,114.8
Scotland,Annual,2025,Grams per kilometre,Cars,Reported,WLTP figure,138.3,174,125.7,23.7,106.2
Scotland,Quarterly,2003 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,172,162.8,[u],[u],169.6
Scotland,Quarterly,2003 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,170.7,161.8,[u],[u],168.4
Scotland,Quarterly,2003 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,170.1,163.8,[u],[u],168.4
Scotland,Quarterly,2003 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,172.1,160.9,[u],[u],168.5
Scotland,Quarterly,2004 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,168.8,162.8,[u],[u],167.1
Scotland,Quarterly,2004 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,171.6,160.5,[u],[u],168.1
Scotland,Quarterly,2004 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,167.8,161.8,[u],[u],166
Scotland,Quarterly,2004 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,169.4,160.3,[u],[u],166.2
Scotland,Quarterly,2005 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,166,160.4,[u],[u],164.2
Scotland,Quarterly,2005 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,168.5,162.3,[u],[u],166.4
Scotland,Quarterly,2005 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,166.2,164.3,[u],[u],165.5
Scotland,Quarterly,2005 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,168.8,164.5,[u],[u],167.1
Scotland,Quarterly,2006 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,165.2,164.7,[u],[u],165
Scotland,Quarterly,2006 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,165.1,164.6,[u],[u],164.9
Scotland,Quarterly,2006 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,162.5,164.1,[u],[u],162.9
Scotland,Quarterly,2006 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,165.2,165.2,[u],[u],165.1
Scotland,Quarterly,2007 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,162.4,163.7,[u],[u],162.7
Scotland,Quarterly,2007 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,163.8,161.8,[u],[u],163
Scotland,Quarterly,2007 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,161,162.9,[u],[u],161.5
Scotland,Quarterly,2007 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,161.8,161.2,[u],[u],161.5
Scotland,Quarterly,2008 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,158.2,159.9,[u],[u],158.7
Scotland,Quarterly,2008 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,158.1,155.4,[u],[u],157
Scotland,Quarterly,2008 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,155.5,152.8,[u],[u],154.4
Scotland,Quarterly,2008 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,154.2,151.1,[u],[u],152.9
Scotland,Quarterly,2009 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,151.3,154.2,[u],[u],152.3
Scotland,Quarterly,2009 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,149.3,150.9,[u],[u],149.8
Scotland,Quarterly,2009 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,146.2,147.2,[u],[u],146.3
Scotland,Quarterly,2009 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,146,148.2,[u],[u],146.7
Scotland,Quarterly,2010 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,142.6,148,104.2,[u],144.4
Scotland,Quarterly,2010 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,144.3,144.2,104.8,[u],143.9
Scotland,Quarterly,2010 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,141.6,144.1,108.8,[u],142.3
Scotland,Quarterly,2010 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,143.3,142.5,113.5,[u],142.7
Scotland,Quarterly,2011 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,139,142.4,105.8,[u],140.1
Scotland,Quarterly,2011 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,139.6,138,108.2,[u],138.6
Scotland,Quarterly,2011 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,135.9,137.5,108.8,[u],136.4
Scotland,Quarterly,2011 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,137.2,139.2,107.7,[u],137.9
Scotland,Quarterly,2012 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,134.7,135.7,104.7,[u],134.9
Scotland,Quarterly,2012 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,133.3,134.6,106.4,[u],133.5
Scotland,Quarterly,2012 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,131.3,133.2,100.6,[u],131.8
Scotland,Quarterly,2012 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,131.2,134.6,97.8,[u],132.4
Scotland,Quarterly,2013 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,127.9,132.8,99.7,[u],129.8
Scotland,Quarterly,2013 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,129.1,128.9,96.3,[u],128.7
Scotland,Quarterly,2013 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,127.3,127.3,99,[u],127
Scotland,Quarterly,2013 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,128.8,128.1,96.8,[u],128.1
Scotland,Quarterly,2014 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,126.2,126.9,95.1,[u],126
Scotland,Quarterly,2014 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,126.5,124.3,95.6,[u],124.9
Scotland,Quarterly,2014 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,125,122.9,96.7,[u],123.4
Scotland,Quarterly,2014 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,126.2,121.4,96.9,[u],123
Scotland,Quarterly,2015 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,123.4,123.8,98.2,45.3,122.8
Scotland,Quarterly,2015 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,123.8,121.4,92.3,44.7,121.6
Scotland,Quarterly,2015 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,121.8,119.6,93.9,44.9,120.1
Scotland,Quarterly,2015 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,124.8,119.1,94.1,45.9,120.8
Scotland,Quarterly,2016 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,122.3,118.9,96.5,46.2,119.9
Scotland,Quarterly,2016 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,123.4,118.2,93.2,48,120.2
Scotland,Quarterly,2016 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,122,118.3,96.1,47,119.5
Scotland,Quarterly,2016 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,123.9,119.1,93.1,48.7,120.7
Scotland,Quarterly,2017 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,122.2,119.3,93,47.6,119.5
Scotland,Quarterly,2017 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,124.3,119.1,92,47.5,120.4
Scotland,Quarterly,2017 Q3 (July to September),Grams per kilometre,Cars,Reported,NEDC figure,122.5,121.2,90.7,45.5,120.1
Scotland,Quarterly,2017 Q4 (October to December),Grams per kilometre,Cars,Reported,NEDC figure,124.1,122.6,91.7,45.4,121.4
Scotland,Quarterly,2018 Q1 (January to March),Grams per kilometre,Cars,Reported,NEDC figure,122.5,126.1,93.3,42.9,121.5
Scotland,Quarterly,2018 Q2 (April to June),Grams per kilometre,Cars,Reported,NEDC figure,125.3,126.9,93.2,46.2,122.9
Scotland,Quarterly,2018 Q3 (July to September),Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,127.1,129.8,96,46.6,125.1
Scotland,Quarterly,2018 Q4 (October to December),Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,128.3,132.1,95.2,48.6,126
Scotland,Quarterly,2019 Q1 (January to March),Grams per kilometre,Cars,Reported,e-NEDC calculation,129,134.8,95.1,48.1,127.4
Scotland,Quarterly,2019 Q2 (April to June),Grams per kilometre,Cars,Reported,e-NEDC calculation,129.6,133.8,95.1,47.7,127.3
Scotland,Quarterly,2019 Q3 (July to September),Grams per kilometre,Cars,Reported,e-NEDC calculation,129.5,134.5,96.6,45.9,125.9
Scotland,Quarterly,2019 Q4 (October to December),Grams per kilometre,Cars,Reported,e-NEDC calculation,130,134.8,97.9,45.8,124.9
Scotland,Quarterly,2020 Q1 (January to March),Grams per kilometre,Cars,Reported,e-NEDC calculation,122.6,135.3,97,45,118.5
Scotland,Quarterly,2020 Q2 (April to June),Grams per kilometre,Cars,Reported,WLTP figure,145.9,172.4,121.1,45.5,136.9
Scotland,Quarterly,2020 Q3 (July to September),Grams per kilometre,Cars,Reported,WLTP figure,142.9,167.7,122.9,38.9,135.1
Scotland,Quarterly,2020 Q4 (October to December),Grams per kilometre,Cars,Reported,WLTP figure,143.7,164.3,124.6,35,127.6
Scotland,Quarterly,2021 Q1 (January to March),Grams per kilometre,Cars,Reported,WLTP figure,141.7,160.7,126.9,37.7,128.9
