Geography,Date Interval,Date,Units,BodyType,Measure,Reported Source,Petrol,Diesel,Hybrid Electric,Plug-in Hybrid Electric,Total
England,Monthly,Jul-13,Grams per kilometre,Cars,Reported,NEDC figure,130.8,128.4,97.5,[u],128.8
England,Monthly,Aug-13,Grams per kilometre,Cars,Reported,NEDC figure,129.9,125.7,96.2,[u],127
England,Monthly,Sep-13,Grams per kilometre,Cars,Reported,NEDC figure,127.9,128.5,96.8,[u],127.5
England,Monthly,Oct-13,Grams per kilometre,Cars,Reported,NEDC figure,129.6,127.8,97.4,[u],127.9
England,Monthly,Nov-13,Grams per kilometre,Cars,Reported,NEDC figure,129.7,127.3,96.8,[u],127.7
England,Monthly,Dec-13,Grams per kilometre,Cars,Reported,NEDC figure,128.9,125.8,98.2,[u],126.7
England,Monthly,Jan-14,Grams per kilometre,Cars,Reported,NEDC figure,127.3,127.4,95.3,[u],126.5
England,Monthly,Feb-14,Grams per kilometre,Cars,Reported,NEDC figure,127.7,123.4,92.4,[u],124.8
England,Monthly,Mar-14,Grams per kilometre,Cars,Reported,NEDC figure,127.4,126.8,95,[u],126.3
England,Monthly,Apr-14,Grams per kilometre,Cars,Reported,NEDC figure,128,126.5,95.2,[u],126.5
England,Monthly,May-14,Grams per kilometre,Cars,Reported,NEDC figure,128.4,125.9,94.2,[u],126.2
England,Monthly,Jun-14,Grams per kilometre,Cars,Reported,NEDC figure,128.7,124.9,95.6,[u],125.6
England,Monthly,Jul-14,Grams per kilometre,Cars,Reported,NEDC figure,127.7,124.4,95.5,[u],124.9
England,Monthly,Aug-14,Grams per kilometre,Cars,Reported,NEDC figure,126.4,121.9,93.6,[u],122.9
England,Monthly,Sep-14,Grams per kilometre,Cars,Reported,NEDC figure,124.6,125.1,94.4,[u],123.6
England,Monthly,Oct-14,Grams per kilometre,Cars,Reported,NEDC figure,126.6,123.5,97.1,[u],123.4
England,Monthly,Nov-14,Grams per kilometre,Cars,Reported,NEDC figure,125.9,123.2,96,[u],122.8
England,Monthly,Dec-14,Grams per kilometre,Cars,Reported,NEDC figure,126.2,123.6,96.4,[u],123.1
England,Monthly,Jan-15,Grams per kilometre,Cars,Reported,NEDC figure,124.5,123.1,96.8,45.5,122.2
England,Monthly,Feb-15,Grams per kilometre,Cars,Reported,NEDC figure,125.2,120.9,93.1,45.6,121.5
England,Monthly,Mar-15,Grams per kilometre,Cars,Reported,NEDC figure,124.1,124.4,93.8,45.3,122.4
England,Monthly,Apr-15,Grams per kilometre,Cars,Reported,NEDC figure,125.7,123.6,94,46.6,123.2
England,Monthly,May-15,Grams per kilometre,Cars,Reported,NEDC figure,125.6,122,94,45.7,122.3
England,Monthly,Jun-15,Grams per kilometre,Cars,Reported,NEDC figure,124.8,121.2,92.3,44.5,121.5
England,Monthly,Jul-15,Grams per kilometre,Cars,Reported,NEDC figure,125.1,120.5,94.5,45,121.4
England,Monthly,Aug-15,Grams per kilometre,Cars,Reported,NEDC figure,123.8,120.4,93.2,43.3,120.5
England,Monthly,Sep-15,Grams per kilometre,Cars,Reported,NEDC figure,123,120.4,93.5,44.3,120.4
England,Monthly,Oct-15,Grams per kilometre,Cars,Reported,NEDC figure,125.5,120.3,93.5,49.3,121
England,Monthly,Nov-15,Grams per kilometre,Cars,Reported,NEDC figure,125.7,119.7,93.5,46.7,120.7
England,Monthly,Dec-15,Grams per kilometre,Cars,Reported,NEDC figure,125.3,119.4,95.2,45.4,120
England,Monthly,Jan-16,Grams per kilometre,Cars,Reported,NEDC figure,124.8,119.2,98.5,45.8,120.1
England,Monthly,Feb-16,Grams per kilometre,Cars,Reported,NEDC figure,122.5,117.9,99,46.7,118.5
England,Monthly,Mar-16,Grams per kilometre,Cars,Reported,NEDC figure,122.9,120.9,94.7,46.5,119.9
England,Monthly,Apr-16,Grams per kilometre,Cars,Reported,NEDC figure,125.3,120.9,91.8,46.4,120.9
England,Monthly,May-16,Grams per kilometre,Cars,Reported,NEDC figure,124.9,120.3,92,47.9,120.8
England,Monthly,Jun-16,Grams per kilometre,Cars,Reported,NEDC figure,123.8,119.8,91.1,48.7,119.9
England,Monthly,Jul-16,Grams per kilometre,Cars,Reported,NEDC figure,124.6,120.9,94.2,47.7,121
England,Monthly,Aug-16,Grams per kilometre,Cars,Reported,NEDC figure,123.2,118.8,93.8,48,119.1
England,Monthly,Sep-16,Grams per kilometre,Cars,Reported,NEDC figure,123,121.3,96.4,47.4,120.2
England,Monthly,Oct-16,Grams per kilometre,Cars,Reported,NEDC figure,125.1,120.6,93.5,47.3,120.9
England,Monthly,Nov-16,Grams per kilometre,Cars,Reported,NEDC figure,125,120.6,93.7,47.6,120.7
England,Monthly,Dec-16,Grams per kilometre,Cars,Reported,NEDC figure,125.8,120.5,94.8,48.5,121
England,Monthly,Jan-17,Grams per kilometre,Cars,Reported,NEDC figure,124.5,121.2,93.2,47.7,120.5
England,Monthly,Feb-17,Grams per kilometre,Cars,Reported,NEDC figure,122.6,119.1,90.9,48.9,118.5
England,Monthly,Mar-17,Grams per kilometre,Cars,Reported,NEDC figure,123.8,122.6,93.3,47.1,120.9
England,Monthly,Apr-17,Grams per kilometre,Cars,Reported,NEDC figure,127,121.5,94.7,46,121.8
England,Monthly,May-17,Grams per kilometre,Cars,Reported,NEDC figure,126.2,122,91.2,46.7,121.7
England,Monthly,Jun-17,Grams per kilometre,Cars,Reported,NEDC figure,125.6,121.3,92.7,46.8,121
England,Monthly,Jul-17,Grams per kilometre,Cars,Reported,NEDC figure,126.5,122.3,91.7,46.3,121.3
England,Monthly,Aug-17,Grams per kilometre,Cars,Reported,NEDC figure,125.3,121.1,89.3,46.1,120.2
England,Monthly,Sep-17,Grams per kilometre,Cars,Reported,NEDC figure,125.5,123.8,91.8,44.7,121.7
England,Monthly,Oct-17,Grams per kilometre,Cars,Reported,NEDC figure,127.4,123.9,90.8,45.3,122.6
England,Monthly,Nov-17,Grams per kilometre,Cars,Reported,NEDC figure,127.1,124.2,91.6,45.1,122.4
England,Monthly,Dec-17,Grams per kilometre,Cars,Reported,NEDC figure,127.2,124.3,91.2,46.1,122.2
England,Monthly,Jan-18,Grams per kilometre,Cars,Reported,NEDC figure,125.4,124.6,91.6,43.7,121.9
England,Monthly,Feb-18,Grams per kilometre,Cars,Reported,NEDC figure,124.2,123.6,89.2,44.7,121.2
England,Monthly,Mar-18,Grams per kilometre,Cars,Reported,NEDC figure,125.8,127.2,93.4,44.2,123.2
England,Monthly,Apr-18,Grams per kilometre,Cars,Reported,NEDC figure,127.6,125.4,91.5,44.2,123.3
England,Monthly,May-18,Grams per kilometre,Cars,Reported,NEDC figure,127.9,126.7,92.5,46.5,123.7
England,Monthly,Jun-18,Grams per kilometre,Cars,Reported,NEDC figure,127.5,129.1,93.5,47.2,124.1
England,Monthly,Jul-18,Grams per kilometre,Cars,Reported,NEDC figure,128.9,129.1,97,48.6,125.1
England,Monthly,Aug-18,Grams per kilometre,Cars,Reported,NEDC figure,127.9,129.3,96.6,47.1,123
England,Monthly,Sep-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131.5,134.9,97.9,46.6,128.6
England,Monthly,Oct-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,132.6,135.4,96.5,49,128.8
England,Monthly,Nov-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131.9,134.1,95.6,49.6,128
England,Monthly,Dec-18,Grams per kilometre,Cars,Reported,Mix of NEDC figure and e-NEDC calculation,131.9,134.2,95.8,48.6,127.7
England,Monthly,Jan-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.9,134.3,95.5,50.9,128.4
England,Monthly,Feb-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,129.9,132.4,97,50.1,126.8
England,Monthly,Mar-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.1,135.4,95.4,50.8,129.5
England,Monthly,Apr-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,134.9,135,94.1,50.6,130.6
England,Monthly,May-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,134.3,135.1,96.4,49.1,130.2
England,Monthly,Jun-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.9,135.4,94.8,49.8,129.4
England,Monthly,Jul-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.6,133.9,94.4,49.3,128.2
England,Monthly,Aug-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.5,133.2,94.4,45.8,124.5
England,Monthly,Sep-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132,137.3,98.4,44.8,127.1
England,Monthly,Oct-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,133.2,136.4,98.1,48.6,126.8
England,Monthly,Nov-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,132.2,135.3,99.3,46.3,124.5
England,Monthly,Dec-19,Grams per kilometre,Cars,Reported,e-NEDC calculation,131.8,135.2,104.1,45.4,124.1
England,Monthly,Jan-20,Grams per kilometre,Cars,Reported,e-NEDC calculation,125.8,134.3,99.1,43.7,119.4
England,Monthly,Feb-20,Grams per kilometre,Cars,Reported,e-NEDC calculation,122.9,128.2,97.7,44.6,116.4
England,Monthly,Mar-20,Grams per kilometre,Cars,Reported,e-NEDC calculation,127.1,135.9,99.2,45.5,118.4
England,Monthly,Apr-20,Grams per kilometre,Cars,Reported,WLTP figure,147,147.2,121.9,56.4,93.1
England,Monthly,May-20,Grams per kilometre,Cars,Reported,WLTP figure,152.9,168.9,135.5,46,131.8
England,Monthly,Jun-20,Grams per kilometre,Cars,Reported,WLTP figure,149.6,168.1,125.2,45.6,137.8
England,Monthly,Jul-20,Grams per kilometre,Cars,Reported,WLTP figure,150.7,165.2,125,43.7,138.7
England,Monthly,Aug-20,Grams per kilometre,Cars,Reported,WLTP figure,147,162.5,122.9,41.4,134.3
England,Monthly,Sep-20,Grams per kilometre,Cars,Reported,WLTP figure,147.2,167.8,125.4,39.7,133.7
England,Monthly,Oct-20,Grams per kilometre,Cars,Reported,WLTP figure,148.4,163.4,128.3,39.3,132.1
England,Monthly,Nov-20,Grams per kilometre,Cars,Reported,WLTP figure,147.7,158.9,130,38.3,125.9
England,Monthly,Dec-20,Grams per kilometre,Cars,Reported,WLTP figure,147.3,159.3,127.4,38.3,114.1
England,Monthly,Jan-21,Grams per kilometre,Cars,Reported,WLTP figure,148.1,162.4,130.6,40.8,130.4
England,Monthly,Feb-21,Grams per kilometre,Cars,Reported,WLTP figure,144.5,156.9,129.3,40,127.8
England,Monthly,Mar-21,Grams per kilometre,Cars,Reported,WLTP figure,145.7,163.3,129.3,41.7,128.4
England,Monthly,Apr-21,Grams per kilometre,Cars,Reported,WLTP figure,145,161.5,127.3,39.9,127.7
England,Monthly,May-21,Grams per kilometre,Cars,Reported,WLTP figure,145.4,161.1,127.5,38.7,125.2
England,Monthly,Jun-21,Grams per kilometre,Cars,Reported,WLTP figure,142.8,159.3,126.8,36.7,119.2
England,Monthly,Jul-21,Grams per kilometre,Cars,Reported,WLTP figure,145,162.2,125.4,38.8,120.6
England,Monthly,Aug-21,Grams per kilometre,Cars,Reported,WLTP figure,143.4,158.3,122.9,37.6,116
England,Monthly,Sep-21,Grams per kilometre,Cars,Reported,WLTP figure,142.3,164.7,125.1,39.1,111.4
England,Monthly,Oct-21,Grams per kilometre,Cars,Reported,WLTP figure,144.2,156.7,130.3,38.1,111.4
England,Monthly,Nov-21,Grams per kilometre,Cars,Reported,WLTP figure,144.4,158.7,127.6,38,104.2
England,Monthly,Dec-21,Grams per kilometre,Cars,Reported,WLTP figure,144.1,159.3,123.6,39.6,95.6
England,Monthly,Jan-22,Grams per kilometre,Cars,Reported,WLTP figure,145.7,160.9,126.3,38.1,114.7
England,Monthly,Feb-22,Grams per kilometre,Cars,Reported,WLTP figure,141.5,154.1,123.8,35.4,103
England,Monthly,Mar-22,Grams per kilometre,Cars,Reported,WLTP figure,144.5,164.4,125.8,36.9,111
England,Monthly,Apr-22,Grams per kilometre,Cars,Reported,WLTP figure,143.9,165,128.1,37,120.4
England,Monthly,May-22,Grams per kilometre,Cars,Reported,WLTP figure,144.5,159.6,127.3,35.5,116.8
England,Monthly,Jun-22,Grams per kilometre,Cars,Reported,WLTP figure,143.9,165.6,128.5,36.4,112.5
England,Monthly,Jul-22,Grams per kilometre,Cars,Reported,WLTP figure,146.7,169.7,126.8,37.1,121.5
England,Monthly,Aug-22,Grams per kilometre,Cars,Reported,WLTP figure,141.5,162.4,124.4,34.8,111.4
England,Monthly,Sep-22,Grams per kilometre,Cars,Reported,WLTP figure,143.6,164.4,126.7,34.3,110
England,Monthly,Oct-22,Grams per kilometre,Cars,Reported,WLTP figure,143.5,169.3,126.9,32.2,112.8
England,Monthly,Nov-22,Grams per kilometre,Cars,Reported,WLTP figure,144.3,165.4,127.5,32.6,103.3
England,Monthly,Dec-22,Grams per kilometre,Cars,Reported,WLTP figure,145.5,166.9,127.8,34.4,86.6
England,Monthly,Jan-23,Grams per kilometre,Cars,Reported,WLTP figure,143.4,167.5,125.5,34,113.8
England,Monthly,Feb-23,Grams per kilometre,Cars,Reported,WLTP figure,138.6,160.4,124.6,32.8,105.2
England,Monthly,Mar-23,Grams per kilometre,Cars,Reported,WLTP figure,143.1,176.8,125.8,32.9,110.8
England,Monthly,Apr-23,Grams per kilometre,Cars,Reported,WLTP figure,144.2,173.4,127.9,32.5,112
England,Monthly,May-23,Grams per kilometre,Cars,Reported,WLTP figure,143.8,169,126.1,32.4,109
England,Monthly,Jun-23,Grams per kilometre,Cars,Reported,WLTP figure,144.7,171.6,126.4,31.3,106
England,Monthly,Jul-23,Grams per kilometre,Cars,Reported,WLTP figure,145,171.8,127.3,31,108.4
England,Monthly,Aug-23,Grams per kilometre,Cars,Reported,WLTP figure,141.7,163.6,126.2,30.4,100
England,Monthly,Sep-23,Grams per kilometre,Cars,Reported,WLTP figure,143.8,170.8,127.5,30.5,107.5
England,Monthly,Oct-23,Grams per kilometre,Cars,Reported,WLTP figure,143.9,169.6,125.9,30,106.1
England,Monthly,Nov-23,Grams per kilometre,Cars,Reported,WLTP figure,144,171,126.1,30.8,105.4
England,Monthly,Dec-23,Grams per kilometre,Cars,Reported,WLTP figure,145,171.7,127.1,31.2,101.6
England,Monthly,Jan-24,Grams per kilometre,Cars,Reported,WLTP figure,144.7,173.1,127.1,31.4,109.2
England,Monthly,Feb-24,Grams per kilometre,Cars,Reported,WLTP figure,142.3,161.5,125.3,30.6,103.4
England,Monthly,Mar-24,Grams per kilometre,Cars,Reported,WLTP figure,143.8,173.4,126.9,31.9,108.8
England,Monthly,Apr-24,Grams per kilometre,Cars,Reported,WLTP figure,144.5,169.9,125.2,29.4,105.6
England,Monthly,May-24,Grams per kilometre,Cars,Reported,WLTP figure,144.9,169.7,128.1,29.1,104.6
England,Monthly,Jun-24,Grams per kilometre,Cars,Reported,WLTP figure,143.7,172,126.7,29,99.5
England,Monthly,Jul-24,Grams per kilometre,Cars,Reported,WLTP figure,142.5,176.6,128.8,31.3,101
England,Monthly,Aug-24,Grams per kilometre,Cars,Reported,WLTP figure,141.4,172.4,125.9,30.3,96.2
England,Monthly,Sep-24,Grams per kilometre,Cars,Reported,WLTP figure,142.1,175.2,127.6,27.9,97.9
England,Monthly,Oct-24,Grams per kilometre,Cars,Reported,WLTP figure,143.1,172.9,128.3,26.4,97.9
England,Monthly,Nov-24,Grams per kilometre,Cars,Reported,WLTP figure,144.1,182.3,129,22.8,91.9
England,Monthly,Dec-24,Grams per kilometre,Cars,Reported,WLTP figure,143.9,180.5,127.6,21.8,82.7
England,Monthly,Jan-25,Grams per kilometre,Cars,Reported,WLTP figure,141,184,126.9,24.4,96.6
England,Monthly,Feb-25,Grams per kilometre,Cars,Reported,WLTP figure,140.8,173.6,126.8,22.2,89.2
England,Monthly,Mar-25,Grams per kilometre,Cars,Reported,WLTP figure,144.7,182.4,126.6,22.6,98.7
England,Monthly,Apr-25,Grams per kilometre,Cars,Reported,WLTP figure,140.8,177.8,126.3,21,92.7
England,Monthly,May-25,Grams per kilometre,Cars,Reported,WLTP figure,140.9,179.1,126,21.6,90.5
England,Monthly,Jun-25,Grams per kilometre,Cars,Reported,WLTP figure,141.6,176.5,127.7,20.9,87.9
England,Monthly,Jul-25,Grams per kilometre,Cars,Reported,WLTP figure,142.5,177.7,126.5,21.1,91.7
England,Monthly,Aug-25,Grams per kilometre,Cars,Reported,WLTP figure,140.5,176,126.8,21.2,83
England,Monthly,Sep-25,Grams per kilometre,Cars,Reported,WLTP figure,141.8,178.3,125.9,22.3,87.8
England,Monthly,Oct-25,Grams per kilometre,Cars,Reported,WLTP figure,143.7,178.5,125,24.1,85.9
England,Monthly,Nov-25,Grams per kilometre,Cars,Reported,WLTP figure,143.7,181.5,124.5,25.2,85.4
England,Monthly,Dec-25,Grams per kilometre,Cars,Reported,WLTP figure,145.2,179.9,126.6,27.5,78
England,Monthly,Jan-26,Grams per kilometre,Cars,Reported,WLTP figure,144.3,182,125.3,29.2,93.7
England,Monthly,Feb-26,Grams per kilometre,Cars,Reported,WLTP figure,141.2,175.3,124.2,31.1,87.9
England,Monthly,Mar-26,Grams per kilometre,Cars,Reported,WLTP figure,143.3,185,120.6,31.4,89.4
England,Annual,2019,Grams per kilometre,Cars,e-NEDC,[z],132.4,135.2,96.8,48.5,127.9
England,Annual,2020,Grams per kilometre,Cars,e-NEDC,[z],125.4,134.4,100.1,41.1,111.7
England,Annual,2021,Grams per kilometre,Cars,e-NEDC,[z],126.2,137.1,103.1,39.3,98.9
England,Annual,2022,Grams per kilometre,Cars,e-NEDC,[z],131,140.8,106.5,36.5,83.5
England,Quarterly,2018 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],131.6,135.1,94.6,49.1,128.3
England,Quarterly,2019 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],131.7,134.7,95.6,50.7,128.9
England,Quarterly,2019 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],133.7,135.1,95.1,50.6,130
England,Quarterly,2019 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],132,135.7,96.7,46.8,127
England,Quarterly,2019 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],132.2,135.6,100.1,46.9,125.1
England,Quarterly,2020 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],125.8,134,98.9,44.7,118.2
England,Quarterly,2020 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],126.8,137,99.9,42.4,112.4
England,Quarterly,2020 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],124.8,135.2,99,40.2,111.6
England,Quarterly,2020 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],125.3,132.3,103.1,39.6,102.4
England,Quarterly,2021 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],125.7,135.9,104.6,41,108.1
England,Quarterly,2021 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],124.7,135.6,102.2,38.5,103.4
England,Quarterly,2021 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],126.1,140.6,101,38.8,94.6
England,Quarterly,2021 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],130.5,139.8,106.4,39.1,82.8
England,Quarterly,2022 Q1 (January to March),Grams per kilometre,Cars,e-NEDC,[z],131.1,143.2,105.1,38.4,87.2
England,Quarterly,2022 Q2 (April to June),Grams per kilometre,Cars,e-NEDC,[z],131,139.5,107.2,36,91.8
England,Quarterly,2022 Q3 (July to September),Grams per kilometre,Cars,e-NEDC,[z],130.3,136.9,106.1,35.2,85.8
England,Quarterly,2022 Q4 (October to December),Grams per kilometre,Cars,e-NEDC,[z],131.8,144.2,108.8,35.1,68.9
England,Monthly,Sep-18,Grams per kilometre,Cars,e-NEDC,[z],132.4,138.7,97.5,47.1,129.5
England,Monthly,Oct-18,Grams per kilometre,Cars,e-NEDC,[z],132.1,136.7,95.1,50.3,128.8
England,Monthly,Nov-18,Grams per kilometre,Cars,e-NEDC,[z],131.2,134.3,94.2,48.1,128.1
England,Monthly,Dec-18,Grams per kilometre,Cars,e-NEDC,[z],131.5,134.4,94.5,48.9,128.1
England,Monthly,Jan-19,Grams per kilometre,Cars,e-NEDC,[z],131.8,134.3,95.5,50.9,128.4
England,Monthly,Feb-19,Grams per kilometre,Cars,e-NEDC,[z],129.8,132.3,97,50.1,126.8
England,Monthly,Mar-19,Grams per kilometre,Cars,e-NEDC,[z],131.9,135.4,95.4,50.8,129.4
England,Monthly,Apr-19,Grams per kilometre,Cars,e-NEDC,[z],134.6,135,94,51.1,130.5
England,Monthly,May-19,Grams per kilometre,Cars,e-NEDC,[z],134.2,135.1,96.4,49.8,130.2
England,Monthly,Jun-19,Grams per kilometre,Cars,e-NEDC,[z],132.7,135.4,94.7,51,129.4
England,Monthly,Jul-19,Grams per kilometre,Cars,e-NEDC,[z],132.4,133.9,94.4,50.9,128.1
England,Monthly,Aug-19,Grams per kilometre,Cars,e-NEDC,[z],131.4,133.2,94.3,46.6,124.4
England,Monthly,Sep-19,Grams per kilometre,Cars,e-NEDC,[z],131.9,137.3,98.4,45.5,127.1
England,Monthly,Oct-19,Grams per kilometre,Cars,e-NEDC,[z],133,136.4,98.1,49.1,126.8
England,Monthly,Nov-19,Grams per kilometre,Cars,e-NEDC,[z],132,135.3,99.3,46.9,124.6
England,Monthly,Dec-19,Grams per kilometre,Cars,e-NEDC,[z],131.8,135.1,104.1,45.4,124
England,Monthly,Jan-20,Grams per kilometre,Cars,e-NEDC,[z],125.5,134.3,99.1,43.5,119.2
England,Monthly,Feb-20,Grams per kilometre,Cars,e-NEDC,[z],122.8,128.2,97.7,44.6,116.3
England,Monthly,Mar-20,Grams per kilometre,Cars,e-NEDC,[z],126.8,135.9,99.2,45.4,118.2
England,Monthly,Apr-20,Grams per kilometre,Cars,e-NEDC,[z],133.2,133.4,113.1,43.1,71.4
England,Monthly,May-20,Grams per kilometre,Cars,e-NEDC,[z],130.1,139,109.2,42,109.1
England,Monthly,Jun-20,Grams per kilometre,Cars,e-NEDC,[z],126.3,136.8,99.1,42.5,113.9
England,Monthly,Jul-20,Grams per kilometre,Cars,e-NEDC,[z],127.2,133.6,99,41.5,114.9
England,Monthly,Aug-20,Grams per kilometre,Cars,e-NEDC,[z],123.2,131.9,97.6,40,110.3
England,Monthly,Sep-20,Grams per kilometre,Cars,e-NEDC,[z],123.9,137.1,99.3,39.4,110.3
England,Monthly,Oct-20,Grams per kilometre,Cars,e-NEDC,[z],125,133.8,102.7,39.6,109.1
England,Monthly,Nov-20,Grams per kilometre,Cars,e-NEDC,[z],125.7,130.6,104.7,39.6,104.4
England,Monthly,Dec-20,Grams per kilometre,Cars,e-NEDC,[z],125.4,131.9,102.5,39.7,94
England,Monthly,Jan-21,Grams per kilometre,Cars,e-NEDC,[z],128,135.8,105.8,40.9,109.9
England,Monthly,Feb-21,Grams per kilometre,Cars,e-NEDC,[z],123.9,130.6,105,40.7,107
