Geography,Date Interval,Date,Units,0 grams per kilometre,1 to 50 grams per kilometre,51 to 75 grams per kilometre,76 to 90 grams per kilometre,91 to 100 grams per kilometre,101 to 110 grams per kilometre,111 to 130 grams per kilometre,131 to 150 grams per kilometre,151 to 170 grams per kilometre,171 to 190 grams per kilometre,191 to 225 grams per kilometre,226 to 255 grams per kilometre,Over 255 grams per kilometre,Unknown,Total,Average reported emissions
Scotland,Quarterly,2019 Q2 (April to June),Thousands,0.4,0.3,0.2,1,2,6.1,18.3,9.1,4.7,1.4,1,0.1,0.2,0.2,44.9,127.3
Scotland,Quarterly,2019 Q3 (July to September),Thousands,0.9,0.4,0.2,1.3,2,6,19.3,8.9,4.9,1,1,0.2,0.2,0.2,46.5,125.9
Scotland,Quarterly,2019 Q4 (October to December),Thousands,0.8,0.4,0.1,0.9,1.3,4.5,12.2,5.9,3.5,0.9,0.8,0.2,0.1,0.2,31.8,124.9
Scotland,Quarterly,2020 Q1 (January to March),Thousands,1.1,0.4,0.1,1.3,4.4,5.1,11.6,4.7,3,0.8,0.7,0.1,0.2,0.2,33.8,118.5
Scotland,Quarterly,2020 Q2 (April to June),Thousands,0.6,0.1,[low],[low],[low],0.2,2.7,2.7,1.3,0.8,0.4,0.3,0.1,[low],9.4,136.9
Scotland,Quarterly,2020 Q3 (July to September),Thousands,2.6,1.2,0.1,0.1,0.2,1.6,15.1,15.7,6.9,4.2,2.1,0.9,0.4,0.3,51.3,135.1
Scotland,Quarterly,2020 Q4 (October to December),Thousands,3,1.3,0.1,[low],0.4,1.3,8.5,9.6,4.5,2.2,1.3,0.7,0.3,0.3,33.4,127.6
Scotland,Quarterly,2021 Q1 (January to March),Thousands,2.3,1.4,0.1,[low],0.4,1,10.2,9.1,4.8,2.3,1.1,0.6,0.3,0.4,34.3,128.9
Scotland,Quarterly,2021 Q2 (April to June),Thousands,2.1,1.5,0.1,[low],0.6,2,13.2,9.9,5.2,2.5,1.3,0.6,0.3,0.2,39.6,129.7
Scotland,Quarterly,2021 Q3 (July to September),Thousands,2.9,1.5,0.1,[low],0.7,2.4,12.6,7.6,4.4,1.8,0.9,0.5,0.2,0.3,36,122
Scotland,Quarterly,2021 Q4 (October to December),Thousands,3.5,1.4,0.1,0.1,0.4,1.4,9.2,6.9,2.7,1.3,0.7,0.4,0.2,0.4,28.6,116
Scotland,Quarterly,2022 Q1 (January to March),Thousands,3.5,1.5,0.1,0.1,0.5,1.9,12.3,9.7,4.1,1.6,0.9,0.5,0.3,0.3,37.4,121.2
Scotland,Quarterly,2022 Q2 (April to June),Thousands,2.9,1.3,0.1,0.1,0.5,1.6,12.6,8.8,3.7,1.6,1,0.5,0.2,0.3,35,123.3
Scotland,Quarterly,2022 Q3 (July to September),Thousands,3.6,1.4,0.1,0.1,0.9,2.1,13,9.1,3.6,1.5,1,0.5,0.2,0.3,37.3,119.7
Scotland,Quarterly,2022 Q4 (October to December),Thousands,4.9,1.7,0.1,0.1,0.7,1.8,9.4,7.6,3.1,1.2,0.8,0.7,0.2,0.3,32.5,112.1
Scotland,Quarterly,2023 Q1 (January to March),Thousands,4.5,1.9,0.1,0.1,0.8,2.7,12.7,10.2,3.9,1.5,1.2,0.6,0.3,0.2,40.6,117.9
Scotland,Quarterly,2023 Q2 (April to June),Thousands,4.4,1.7,0.1,0.1,0.9,1.6,14.3,11,4.3,1.4,1.1,0.5,0.4,0.2,41.9,119.2
Scotland,Quarterly,2023 Q3 (July to September),Thousands,4.5,2.2,[low],[low],0.8,2.4,15.5,10.7,4,1.5,1.1,0.5,0.3,0.3,43.9,117.2
Scotland,Quarterly,2023 Q4 (October to December),Thousands,3.4,2.2,[low],[low],0.8,2.3,12.5,9.7,3.7,1.4,1,0.4,0.2,0.3,38,118.3
Scotland,Quarterly,2024 Q1 (January to March),Thousands,4.3,2.4,[low],[low],0.9,2.7,13.8,13.2,4.5,2.1,1.3,0.5,0.2,0.4,46.4,119.5
Scotland,Quarterly,2024 Q2 (April to June),Thousands,4.5,2.3,[low],0.1,1.4,3.3,11.1,11.7,3.3,1.7,1.1,0.3,0.2,0.3,41.3,116
Scotland,Quarterly,2024 Q3 (July to September),Thousands,5.1,2.3,[low],[low],1.7,3.3,13.7,12.2,3.7,1.9,1.2,0.3,0.2,0.3,46,115.6
Scotland,Quarterly,2024 Q4 (October to December),Thousands,5.9,2.7,[low],[low],1.1,2.3,9.8,7.5,2.8,1.5,1,0.4,0.2,0.3,35.6,106.1
Scotland,Quarterly,2025 Q1 (January to March),Thousands,6.2,3.3,[low],0.1,1.4,3.5,15.6,9.8,3.4,1.8,1.4,0.4,0.2,0.2,47.4,109.7
Scotland,Quarterly,2025 Q2 (April to June),Thousands,5.8,3.1,[low],[low],1,2.6,12.7,9.6,3.1,1.3,0.9,0.3,0.2,0.3,41.1,107.5
Scotland,Quarterly,2025 Q3 (July to September),Thousands,6.8,4.8,[low],[low],2.1,3.1,15.1,9.6,4,1.5,1.1,0.3,0.2,0.3,49,104.6
Scotland,Quarterly,2025 Q4 (October to December),Thousands,6,3.4,0.1,[low],1.4,1.9,9.6,6.8,3.4,1,0.9,0.4,0.2,0.3,35.4,102.1
Scotland,Quarterly,2026 Q1 (January to March),Thousands,7.9,4.4,0.3,0.3,2,3.1,14,9,4.7,1.4,1.3,0.4,0.2,0.3,49.3,103.4
Scotland,Monthly,Mar-01,Thousands,0,0,0,[low],0,0,0.4,9.5,9,5.8,4,1.8,1.3,3.5,35.4,173.8
Scotland,Monthly,Apr-01,Thousands,0,0,0,0,0,0,0.2,4.3,3.5,2.4,1.8,0.7,0.6,2.3,15.8,172.6
Scotland,Monthly,May-01,Thousands,0,0,0,0,0,0,0.2,3.9,3.6,2.1,1.9,0.8,0.6,2.5,15.7,174.8
Scotland,Monthly,Jun-01,Thousands,0,0,0,0,0,0,0.4,3.7,4.3,3,2,0.9,0.7,3.1,18.1,175
Scotland,Monthly,Jul-01,Thousands,[low],0,0,[low],0,0,0.3,2.7,3.4,1.9,1.2,0.7,0.5,3.2,13.9,174
Scotland,Monthly,Aug-01,Thousands,0,0,0,0,0,0,0.1,1.2,1.6,1.1,0.5,0.2,0.2,1.3,6.2,172.8
Scotland,Monthly,Sep-01,Thousands,0,0,0,0,0,0,0.9,9,10.6,5.6,4.3,2.3,1.3,7.3,41.3,173.7
Scotland,Monthly,Oct-01,Thousands,0,0,0,0,0,0,0.3,2.6,3.7,2.1,1.4,0.9,0.5,3.5,14.9,176.5
Scotland,Monthly,Nov-01,Thousands,0,0,0,0,0,0,0.3,2.4,3.3,2.1,1.5,1,0.5,3.7,14.9,177.9
Scotland,Monthly,Dec-01,Thousands,0,0,0,0,0,0,0.2,1.5,2,1.7,1,0.8,0.4,2.4,10,181
Scotland,Monthly,Jan-02,Thousands,0,0,0,0,0,0,0.4,3.1,4,2.3,1.6,0.9,0.5,4.1,17,174.4
Scotland,Monthly,Feb-02,Thousands,0,[low],0,0,0,0,0.2,1.2,1.5,1,0.7,0.4,0.2,1.8,7.1,175.5
Scotland,Monthly,Mar-02,Thousands,0,[low],0,0,0,[low],0.9,8.1,9.8,5.6,4.3,2,1,7.6,39.3,172.9
Scotland,Monthly,Apr-02,Thousands,[low],0,0,0,0,[low],0.5,4.5,5.4,3.2,1.9,1,0.5,0.8,17.8,171.4
Scotland,Monthly,May-02,Thousands,0,0,0,0,0,[low],0.6,4.5,5.5,3.4,2,1.1,0.6,0.4,17.9,172
Scotland,Monthly,Jun-02,Thousands,0,0,0,0,0,[low],0.6,4.9,5.4,3.4,2.1,1.1,0.6,0.3,18.4,171.6
Scotland,Monthly,Jul-02,Thousands,0,0,0,0,0,[low],0.5,4.1,4.6,2.7,2.1,1,0.5,0.4,15.9,172.4
Scotland,Monthly,Aug-02,Thousands,0,0,0,0,0,[low],0.3,1.9,1.7,1.4,0.8,0.4,0.2,0.3,6.9,171.7
Scotland,Monthly,Sep-02,Thousands,0,0,0,0,0,0.2,1.1,11.3,11.6,6.8,4.6,2.2,1.1,0.4,39.2,170.6
Scotland,Monthly,Oct-02,Thousands,0,0,0,0,0,0.1,0.6,4.6,4.1,2.8,1.8,0.8,0.5,0.3,15.5,169.8
Scotland,Monthly,Nov-02,Thousands,0,0,0,0,0,[low],0.5,4,3.8,2.5,1.9,0.8,0.5,0.4,14.5,171.9
Scotland,Monthly,Dec-02,Thousands,0,0,0,0,0,[low],0.4,3,3,2.1,1.5,0.6,0.3,0.3,11.2,171.2
Scotland,Monthly,Jan-03,Thousands,0,0,0,0,0,[low],0.5,4.4,3.5,2.5,1.8,0.7,0.5,0.3,14.2,170.9
Scotland,Monthly,Feb-03,Thousands,0,0,0,0,0,[low],0.2,2.3,1.6,1.2,0.7,0.3,0.2,0.4,7,166.9
Scotland,Monthly,Mar-03,Thousands,[low],0,0,0,0,0.2,1.5,11.8,9.6,6.6,4.5,1.8,1.2,0.4,37.7,169.5
Scotland,Monthly,Apr-03,Thousands,0,0,0,0,0,[low],0.6,5.5,4.1,3.1,1.8,0.6,0.5,0.4,16.6,167.8
Scotland,Monthly,May-03,Thousands,0,0,0,0,0,[low],0.6,5.8,4.5,3.3,1.9,0.7,0.5,0.3,17.5,167.4
Scotland,Monthly,Jun-03,Thousands,0,0,0,0,0,[low],0.9,5.7,5,3.6,2.5,1,0.5,0.4,19.6,169.9
Scotland,Monthly,Jul-03,Thousands,0,0,0,0,0,0.1,0.7,5.1,4.1,2.5,1.7,0.6,0.5,0.4,15.7,167.5
Scotland,Monthly,Aug-03,Thousands,0,0,0,0,0,[low],0.4,2.2,1.9,1.3,0.7,0.3,0.2,0.3,7.3,167.3
Scotland,Monthly,Sep-03,Thousands,0,0,0,0,0,0.1,2.1,12.5,10.9,7,4.7,1.7,1.4,0.4,40.7,168.9
Scotland,Monthly,Oct-03,Thousands,0,0,0,0,0,[low],1.3,4.8,4.2,2.7,1.7,0.6,0.5,0.4,16.3,166.6
Scotland,Monthly,Nov-03,Thousands,0,0,0,0,0,0.1,1.3,4.1,3.9,2.5,1.8,0.6,0.6,0.3,15.1,168.2
Scotland,Monthly,Dec-03,Thousands,0,0,0,0,0,[low],0.7,2.9,3.5,2,1.5,0.6,0.4,0.3,11.8,171.6
Scotland,Monthly,Jan-04,Thousands,0,0,0,0,0,[low],1.2,4.7,4.2,2.3,1.7,0.7,0.7,0.3,15.8,168.2
Scotland,Monthly,Feb-04,Thousands,0,0,0,0,0,[low],0.5,2,1.7,1.1,0.7,0.2,0.2,0.4,6.8,166.5
Scotland,Monthly,Mar-04,Thousands,0,0,0,0,0,0.1,2.7,13.2,11.5,6.2,4.2,1.7,1.3,0.4,41.4,166.7
Scotland,Monthly,Apr-04,Thousands,0,0,0,0,0,0.1,1,4.8,4.7,2.5,1.5,0.6,0.6,0.3,16,167.1
Scotland,Monthly,May-04,Thousands,0,0,0,0,0,0.1,1,4.2,4.6,2.4,1.7,0.6,0.7,0.3,15.5,169.2
Scotland,Monthly,Jun-04,Thousands,0,0,0,0,0,0.1,1.5,5.8,5.8,3.5,2.4,0.8,0.7,0.3,20.9,168.1
Scotland,Monthly,Jul-04,Thousands,0,0,0,0,0,0.1,0.9,4.1,3.6,2.1,1.5,0.6,0.6,0.3,13.6,168.4
Scotland,Monthly,Aug-04,Thousands,0,0,0,0,0,[low],0.4,1.7,1.6,1.2,0.7,0.2,0.2,0.3,6.4,168.3
Scotland,Monthly,Sep-04,Thousands,0,0,0,0,0,0.1,2.9,14.4,9.6,6.3,4,1.4,1.2,0.3,40.2,164.8
Scotland,Monthly,Oct-04,Thousands,0,0,0,0,0,0.1,1.1,4.8,4.4,2.5,1.4,0.5,0.4,0.3,15.4,165.1
Scotland,Monthly,Nov-04,Thousands,0,0,0,0,0,[low],1,4.7,3.6,2.3,1.5,0.5,0.4,0.3,14.3,165.6
Scotland,Monthly,Dec-04,Thousands,0,0,0,0,0,[low],0.9,3.3,3,1.8,1.6,0.5,0.4,0.2,11.7,168.5
Scotland,Monthly,Jan-05,Thousands,0,0,0,0,0,0.1,1.1,5,4,2.4,1.4,0.5,0.5,0.2,15.1,165
Scotland,Monthly,Feb-05,Thousands,0,0,0,0,0,[low],0.4,1.9,1.6,0.8,0.5,0.1,0.1,0.2,5.6,162.4
Scotland,Monthly,Mar-05,Thousands,0,0,0,0,0,0.1,3,12.3,12.2,5.6,4,1.4,0.9,0.2,39.7,164.2
Scotland,Monthly,Apr-05,Thousands,0,0,0,0,0,[low],1.1,4.1,3.8,2.2,1.5,0.5,0.3,0.2,13.8,165
Scotland,Monthly,May-05,Thousands,[low],0,0,0,0,0.1,1,4.1,4.2,2.3,1.8,0.5,0.5,0.2,14.7,167.8
Scotland,Monthly,Jun-05,Thousands,0,0,0,0,0,0.1,1.2,5.4,5.9,3.5,2.1,0.6,0.5,0.2,19.6,166.2
Scotland,Monthly,Jul-05,Thousands,0,0,0,0,0,0.1,1,3.9,3.9,2,1.4,0.4,0.4,0.2,13.3,165.3
Scotland,Monthly,Aug-05,Thousands,0,0,0,0,0,0.1,0.5,1.6,2,1.1,0.8,0.2,0.2,0.2,6.5,167.1
Scotland,Monthly,Sep-05,Thousands,0,0,0,0,0,0.3,3,11.3,10.4,6.1,3.9,1.3,1.1,0.2,37.5,165.3
Scotland,Monthly,Oct-05,Thousands,0,0,0,0,0,0.1,0.9,3.3,3.9,2.3,1.4,0.4,0.4,0.2,13,166.8
Scotland,Monthly,Nov-05,Thousands,0,0,0,0,0,0.2,1.1,3,4,2.1,1.5,0.5,0.4,0.2,12.8,166.7
Scotland,Monthly,Dec-05,Thousands,0,0,0,0,0,0.1,0.7,3.2,3.4,1.9,1.5,0.4,0.4,0.1,11.7,168.1
Scotland,Monthly,Jan-06,Thousands,0,0,0,0,0,0.2,0.9,3.2,3.6,2,1.4,0.4,0.5,0.1,12.2,167.9
Scotland,Monthly,Feb-06,Thousands,0,0,0,0,0,0.1,0.4,1.3,1.5,0.8,0.5,0.1,0.1,0.1,5,163.5
Scotland,Monthly,Mar-06,Thousands,0,0,0,0,0,0.7,3.4,11.3,11.6,5.9,4.3,1.2,1.1,0.1,39.6,164.2
Scotland,Monthly,Apr-06,Thousands,0,0,0,0,0,0.2,0.9,3.6,3.8,2,1.3,0.4,0.4,0.1,12.7,164.8
Scotland,Monthly,May-06,Thousands,0,0,0,0,0,0.3,1.3,4.3,4.4,2.4,1.7,0.5,0.5,0.1,15.4,165.1
Scotland,Monthly,Jun-06,Thousands,0,0,0,0,0,0.3,1.3,5.5,5.5,3.1,2,0.6,0.5,0.2,19,164.7
Scotland,Monthly,Jul-06,Thousands,0,0,0,0,0,0.2,0.9,3.6,3.9,1.9,1.2,0.4,0.3,0.1,12.6,163.6
Scotland,Monthly,Aug-06,Thousands,0,0,0,0,0,0.1,0.5,1.6,1.9,1.1,0.6,0.1,0.1,0.1,6.1,163.7
Scotland,Monthly,Sep-06,Thousands,0,0,0,0,0,0.7,3,12.2,11.3,6.4,3.7,1,1,0.1,39.4,162.6
Scotland,Monthly,Oct-06,Thousands,0,0,0,0,0,0.3,0.9,3.1,3.6,1.9,1.1,0.4,0.4,0.2,12,165.1
Scotland,Monthly,Nov-06,Thousands,0,0,0,0,0,0.3,1.2,3.6,3,2,1.3,0.4,0.4,0.1,12.4,164.8
Scotland,Monthly,Dec-06,Thousands,0,0,0,0,0,0.2,0.8,3.4,2.3,1.8,1.4,0.3,0.3,0.1,10.6,165.4
Scotland,Monthly,Jan-07,Thousands,0,0,0,0,0,0.2,0.9,3.4,3.3,1.8,1.1,0.3,0.4,0.1,11.5,164.3
Scotland,Monthly,Feb-07,Thousands,0,0,0,0,0,0.1,0.3,1.5,1.4,0.8,0.5,0.1,0.1,0.1,4.9,162.7
Scotland,Monthly,Mar-07,Thousands,0,0,0,0,0,0.7,2.8,14.2,10.4,6.2,4,0.8,1.1,0.1,40.4,162.3
Scotland,Monthly,Apr-07,Thousands,0,0,0,0,0,0.3,0.9,4.2,3.8,2.3,1.3,0.3,0.3,0.1,13.6,162.7
Scotland,Monthly,May-07,Thousands,0,0,0,0,0,0.3,1.1,4.5,4.1,2.6,1.4,0.4,0.4,0.2,15,163.3
Scotland,Monthly,Jun-07,Thousands,0,0,0,0,0,0.4,1.5,6.3,5.3,3.5,1.9,0.5,0.5,0.1,19.9,163
Scotland,Monthly,Jul-07,Thousands,0,0,0,0,0,0.3,1,4.1,4,2.1,1.3,0.3,0.3,0.1,13.7,162.4
Scotland,Monthly,Aug-07,Thousands,0,0,0,0,0,0.1,0.5,1.7,1.5,1,0.6,0.1,0.1,0.1,5.9,163
Scotland,Monthly,Sep-07,Thousands,0,0,0,0,0,0.8,3.4,13.7,10,6.1,3.7,0.8,1,0.1,39.7,161
Scotland,Monthly,Oct-07,Thousands,[low],0,0,0,[low],0.3,1.2,4.3,3.7,2.3,1.4,0.3,0.3,0.1,14,161.8
Scotland,Monthly,Nov-07,Thousands,0,0,0,0,[low],0.3,1.2,4.4,3.1,2,1.3,0.3,0.3,0.1,12.9,161.1
Scotland,Monthly,Dec-07,Thousands,0,0,0,0,[low],0.3,1,3.5,3.2,1.7,1,0.2,0.2,0.1,11.2,161.5
Scotland,Monthly,Jan-08,Thousands,0,0,0,0,[low],0.3,1.3,3.7,3.2,2.1,1,0.2,0.3,0.1,12.2,161
Scotland,Monthly,Feb-08,Thousands,0,0,0,0,0,0.1,0.5,1.4,1.2,0.7,0.3,0.1,0.1,0.1,4.4,158.1
Scotland,Monthly,Mar-08,Thousands,0,0,0,0,[low],1,4.5,15.5,9.5,5.6,3.3,0.7,0.9,0.1,41.2,158.1
Scotland,Monthly,Apr-08,Thousands,0,0,0,0,[low],0.3,1.6,4.8,3.6,2,1.1,0.2,0.3,0.1,14,157.9
Scotland,Monthly,May-08,Thousands,0,0,0,0,[low],0.3,1.9,4.7,3.1,2.3,1.1,0.2,0.3,0.1,14.1,157.5
Scotland,Monthly,Jun-08,Thousands,0,0,0,0,[low],0.5,2.4,5.6,3.5,2.3,1.2,0.2,0.3,0.1,16.2,155.7
Scotland,Monthly,Jul-08,Thousands,0,0,0,0,[low],0.4,1.5,3.7,2.4,1.5,0.8,0.1,0.2,0.1,10.8,154.9
Scotland,Monthly,Aug-08,Thousands,[low],0,0,0,[low],0.1,0.7,1.6,1.1,0.6,0.3,[low],[low],0.1,4.6,152.9
Scotland,Monthly,Sep-08,Thousands,0,0,0,0,0.1,0.9,4.5,10.8,6.4,3.8,2.2,0.3,0.6,0.1,29.5,154.4
Scotland,Monthly,Oct-08,Thousands,[low],0,0,0,[low],0.3,1.6,3.8,2.3,1.2,0.6,0.1,0.2,0.1,10.2,152.3
Scotland,Monthly,Nov-08,Thousands,0,0,0,0,[low],0.3,1.3,2.9,1.8,1,0.5,0.1,0.1,0.1,7.9,152
Scotland,Monthly,Dec-08,Thousands,0,0,0,0,[low],0.3,1.1,2.7,1.6,1,0.6,0.2,0.1,0.1,7.6,154.6
Scotland,Monthly,Jan-09,Thousands,[low],0,0,0,0.1,0.3,1.4,2.9,2.2,1,0.5,0.1,0.1,0.1,8.7,152.7
Scotland,Monthly,Feb-09,Thousands,[low],0,0,0,[low],0.2,0.7,1.2,0.9,0.6,0.2,[low],[low],0.1,4,152.1
Scotland,Monthly,Mar-09,Thousands,[low],0,0,0,0.1,1.4,5.4,11.4,7.1,3.6,2.2,0.4,0.5,0.1,32.2,152.3
Scotland,Monthly,Apr-09,Thousands,0,0,0,[low],[low],0.5,2.1,4.1,2.7,1.5,0.7,0.1,0.2,0.1,12.1,152.7
Scotland,Monthly,May-09,Thousands,[low],0,0,[low],0.1,0.6,2.4,4.6,2.1,1.6,0.8,0.1,0.2,0.1,12.6,150.1
Scotland,Monthly,Jun-09,Thousands,0,0,0,[low],0.1,0.8,3.8,6.9,3,1.7,0.9,0.1,0.2,0.1,17.7,147.6
Scotland,Monthly,Jul-09,Thousands,0,0,0,[low],0.1,0.5,2.8,4.4,2.5,1.2,0.6,0.1,0.2,0.1,12.4,147.3
Scotland,Monthly,Aug-09,Thousands,0,0,0,[low],0.1,0.3,1.6,2.1,1.1,0.4,0.3,[low],0.1,0.1,6.1,143.9
Scotland,Monthly,Sep-09,Thousands,[low],0,0,0.1,0.3,1.5,9.2,13.8,7,2.9,1.7,0.5,0.3,0.1,37.4,146.4
Scotland,Monthly,Oct-09,Thousands,[low],0,0,[low],0.1,0.7,3.8,5.1,2.9,1.3,0.6,0.2,0.1,0.1,14.9,146.4
Scotland,Monthly,Nov-09,Thousands,0,0,0,[low],0.1,0.7,3.4,5.3,3.1,1.3,0.6,0.2,0.1,0.1,14.9,147
Scotland,Monthly,Dec-09,Thousands,0,0,0,[low],0.1,0.7,3.6,4.3,2.7,1,0.6,0.2,0.1,[low],13.3,146.7
Scotland,Monthly,Jan-10,Thousands,0,0,0,[low],0.1,0.6,3.4,3.6,1.9,0.8,0.5,0.1,0.1,[low],11.2,144.2
Scotland,Monthly,Feb-10,Thousands,0,0,0,[low],[low],0.2,2.1,1.5,0.8,0.4,0.2,[low],[low],[low],5.4,140.6
Scotland,Monthly,Mar-10,Thousands,[low],0,0,0.1,0.2,1.7,11.9,11.1,6.2,2.8,1.7,0.7,0.3,0.1,36.9,144.9
Scotland,Monthly,Apr-10,Thousands,0,0,0,[low],0.1,0.5,4.2,3.6,2.3,1.1,0.6,0.1,0.1,[low],12.8,144
Scotland,Monthly,May-10,Thousands,[low],0,0,[low],0.2,0.6,4.1,3.8,2.1,1.2,0.7,0.2,0.1,0.1,13,144.4
Scotland,Monthly,Jun-10,Thousands,[low],0,0,[low],0.2,0.8,5.1,5.1,2.7,1.2,0.7,0.2,0.1,0.1,16.2,143.5
Scotland,Monthly,Jul-10,Thousands,[low],0,0,[low],0.1,0.6,3.7,3.3,1.8,0.9,0.5,0.1,0.1,0.1,11.2,143.6
Scotland,Monthly,Aug-10,Thousands,0,0,0,[low],[low],0.3,1.6,1.5,0.8,0.3,0.2,0.1,[low],0.1,4.9,141.2
Scotland,Monthly,Sep-10,Thousands,0,0,0,[low],0.5,1.9,10.4,10.7,4.8,2,1.5,0.4,0.2,0.1,32.3,142.1
Scotland,Monthly,Oct-10,Thousands,0,0,0,[low],0.2,0.6,3.9,3.9,1.6,0.7,0.5,0.1,0.1,0.1,11.7,141.5
Scotland,Monthly,Nov-10,Thousands,0,0,0,[low],0.2,0.8,3.8,3.6,1.8,0.7,0.5,0.2,[low],0.1,11.8,141.7
Scotland,Monthly,Dec-10,Thousands,0,0,0,[low],0.2,0.5,3,2.9,1.9,0.7,0.6,0.2,[low],[low],9.9,145.4
Scotland,Monthly,Jan-11,Thousands,[low],0,0,[low],0.2,0.6,3.1,2.9,1.6,0.7,0.5,0.2,0.1,[low],9.8,141.9
Scotland,Monthly,Feb-11,Thousands,[low],0,0,[low],0.1,0.3,1.5,1.5,0.6,0.2,0.1,[low],[low],[low],4.4,137.5
Scotland,Monthly,Mar-11,Thousands,[low],0,0,0.1,0.7,2.8,10.9,10,4.5,2.1,1.1,0.6,0.1,0.1,33,139.9
Scotland,Monthly,Apr-11,Thousands,[low],0,0,[low],0.2,1.2,3.7,3.5,1.6,0.7,0.3,0.1,[low],[low],11.6,138.1
Scotland,Monthly,May-11,Thousands,[low],0,0,[low],0.2,1.1,4.4,4.2,1.9,0.8,0.3,0.2,[low],[low],13.2,138.9
Scotland,Monthly,Jun-11,Thousands,[low],0,0,[low],0.3,1.3,5,5,2.1,0.9,0.4,0.2,[low],0.1,15.4,138.6
Scotland,Monthly,Jul-11,Thousands,[low],0,0,[low],0.3,0.9,3.3,3.1,1.1,0.5,0.3,0.1,[low],[low],9.8,136.7
Scotland,Monthly,Aug-11,Thousands,[low],0,0,[low],0.1,0.4,2,1.7,0.5,0.2,0.1,[low],[low],[low],5.2,134.3
Scotland,Monthly,Sep-11,Thousands,[low],0,0,[low],1,3.1,11.6,10,3.6,1.7,0.8,0.4,0.1,[low],32.4,136.6
Scotland,Monthly,Oct-11,Thousands,[low],0,0,[low],0.4,0.9,4.2,3.4,1.4,0.6,0.3,0.2,[low],[low],11.6,137.6
Scotland,Monthly,Nov-11,Thousands,[low],0,0,[low],0.4,1.4,3.8,3.6,1.2,0.8,0.3,0.1,[low],0.1,11.8,137.1
Scotland,Monthly,Dec-11,Thousands,[low],0,0,[low],0.3,1.1,2.9,2.8,1.2,0.7,0.4,0.2,[low],[low],9.5,139.2
Scotland,Monthly,Jan-12,Thousands,[low],0,0,[low],0.4,1.1,3.6,3,1.1,0.7,0.3,0.1,[low],[low],10.4,136.2
Scotland,Monthly,Feb-12,Thousands,0,0,0,[low],0.2,0.5,1.6,1.4,0.5,0.2,0.1,[low],[low],[low],4.5,133
Scotland,Monthly,Mar-12,Thousands,[low],0,0,0.1,1.6,4,13.2,9.8,3,1.9,0.8,0.5,0.1,0.1,35,134.7
Scotland,Monthly,Apr-12,Thousands,[low],[low],0,0.1,0.7,1,4.8,3.5,1,0.5,0.3,0.1,[low],[low],12.1,133.8
Scotland,Monthly,May-12,Thousands,[low],[low],0,0.1,1,1.3,4.7,3.7,1.2,0.6,0.3,0.1,[low],[low],13.2,133
Scotland,Monthly,Jun-12,Thousands,[low],[low],0,0.1,1.1,1.2,6.5,5,1.6,0.7,0.4,0.1,[low],0.1,16.8,133.8
Scotland,Monthly,Jul-12,Thousands,[low],[low],0,0.1,1,1.2,4.5,3.3,1.1,0.5,0.2,0.1,[low],0.1,12.1,131.6
Scotland,Monthly,Aug-12,Thousands,[low],0,0,[low],0.5,0.5,2.3,1.4,0.7,0.2,0.1,[low],[low],0.1,5.8,131.2
Scotland,Monthly,Sep-12,Thousands,[low],[low],0,0.2,2.4,3.4,15.7,9.4,3.2,1.2,0.6,0.4,0.1,0.1,36.6,132
Scotland,Monthly,Oct-12,Thousands,[low],[low],0,0.1,1.1,1.2,5.4,3.4,1.4,0.6,0.2,0.1,[low],0.1,13.6,132.1
Scotland,Monthly,Nov-12,Thousands,[low],[low],0,0.1,1.1,1.1,5.3,3.4,1.3,0.5,0.3,0.1,[low],0.1,13.2,132.1
Scotland,Monthly,Dec-12,Thousands,[low],[low],0,[low],0.8,0.9,3.5,2.3,1,0.3,0.3,0.1,[low],0.1,9.3,133.2
Scotland,Monthly,Jan-13,Thousands,[low],[low],0,0.1,1.2,1.1,4.8,2.4,1.3,0.4,0.3,0.1,[low],0.1,11.7,130.6
Scotland,Monthly,Feb-13,Thousands,[low],[low],0,[low],0.6,0.5,2.1,1.1,0.5,0.1,0.1,[low],[low],0.1,5.1,128.1
Scotland,Monthly,Mar-13,Thousands,[low],[low],0,0.3,4.2,3.5,16.7,7.8,3.5,1.1,0.7,0.4,0.1,0.1,38.5,129.7
Scotland,Monthly,Apr-13,Thousands,[low],[low],0,0.1,1.7,1.7,5.9,3.5,1.3,0.5,0.2,0.1,[low],0.1,15.1,129.3
Scotland,Monthly,May-13,Thousands,[low],[low],0,0.1,1.8,1.7,6.1,3.3,1.5,0.5,0.2,0.1,[low],0.1,15.5,128.9
Scotland,Monthly,Jun-13,Thousands,[low],[low],0,0.3,2,2.1,7.7,4.5,1.5,0.5,0.2,0.1,0.1,0.1,19.1,128
Scotland,Monthly,Jul-13,Thousands,[low],[low],0,0.2,1.7,1.7,4.7,2.9,1.1,0.4,0.2,0.1,0.1,0.1,13.2,128.1
Scotland,Monthly,Aug-13,Thousands,[low],0,0,0.1,0.7,0.8,2.3,1.5,0.4,0.2,0.1,[low],[low],[low],6,126.9
Scotland,Monthly,Sep-13,Thousands,[low],[low],[low],0.6,4.7,5,18.1,7.9,3.2,1.1,0.6,0.2,0.1,[low],41.5,126.7
Scotland,Monthly,Oct-13,Thousands,[low],[low],0,0.3,1.6,1.9,5.8,3.2,1.3,0.5,0.3,0.1,[low],[low],15,128
