Site type,Year,Number of sites,Daily Air Quality Index,Mean number of hours per site
Urban Background,2011,24,mod_6,37.75
Urban Background,2012,25,mod_6,20.48
Urban Background,2013,20,mod_6,18.7
Urban Background,2014,23,mod_6,14.826086956521738
Urban Background,2015,23,mod_6,7.478260869565218
Urban Background,2016,22,mod_6,12.045454545454545
Urban Background,2017,24,mod_6,6.916666666666667
Urban Background,2018,22,mod_6,5.454545454545454
Urban Background,2019,26,mod_6,13.884615384615385
Urban Background,2020,40,mod_6,3.8
Urban Background,2021,38,mod_6,0.4473684210526316
Urban Background,2022,44,mod_6,9.840909090909092
Urban Background,2023,53,mod_6,0.7547169811320755
Urban Background,2024,57,mod_6,1.2105263157894737
Urban Background,2025,69,mod_6,2.9130434782608696
Urban Background,1992,2,high_7,95
Urban Background,1993,5,high_7,119.4
Urban Background,1994,13,high_7,80.6923076923077
Urban Background,1995,13,high_7,66
Urban Background,1996,16,high_7,90.1875
Urban Background,1997,26,high_7,52.88461538461539
Urban Background,1998,33,high_7,23.727272727272727
Urban Background,1999,33,high_7,6.666666666666667
Urban Background,2000,34,high_7,8.882352941176471
Urban Background,2001,43,high_7,13.279069767441861
Urban Background,2002,39,high_7,4.333333333333333
Urban Background,2003,38,high_7,21.86842105263158
Urban Background,2004,39,high_7,2.717948717948718
Urban Background,2005,36,high_7,5.722222222222222
Urban Background,2006,39,high_7,9.35897435897436
Urban Background,2007,32,high_7,23.25
Urban Background,2008,28,high_7,13.107142857142858
Urban Background,2009,21,high_7,6.0476190476190474
Urban Background,2010,19,high_7,4.2631578947368425
Urban Background,2011,24,high_7,16.208333333333332
Urban Background,2012,25,high_7,6.6
Urban Background,2013,20,high_7,3.45
Urban Background,2014,23,high_7,8.130434782608695
Urban Background,2015,23,high_7,1
Urban Background,2016,22,high_7,4.363636363636363
Urban Background,2017,24,high_7,0.7916666666666666
Urban Background,2018,22,high_7,1.1818181818181819
Urban Background,2019,26,high_7,1.3846153846153846
Urban Background,2020,40,high_7,1.975
Urban Background,2021,38,high_7,0
Urban Background,2022,44,high_7,3.2954545454545454
Urban Background,2023,53,high_7,0.5471698113207547
Urban Background,2024,57,high_7,0.43859649122807015
Urban Background,2025,69,high_7,0.7391304347826086
Urban Background,1992,2,high_8,98.5
Urban Background,1993,5,high_8,83.2
Urban Background,1994,13,high_8,51.23076923076923
Urban Background,1995,13,high_8,42.61538461538461
Urban Background,1996,16,high_8,63.375
Urban Background,1997,26,high_8,30.96153846153846
Urban Background,1998,33,high_8,11.606060606060606
Urban Background,1999,33,high_8,3.242424242424242
Urban Background,2000,34,high_8,3.6470588235294117
Urban Background,2001,43,high_8,8.465116279069768
Urban Background,2002,39,high_8,1.9743589743589745
Urban Background,2003,38,high_8,5.842105263157895
Urban Background,2004,39,high_8,2.076923076923077
Urban Background,2005,36,high_8,2.2222222222222223
Urban Background,2006,39,high_8,6.128205128205129
Urban Background,2007,32,high_8,11.65625
Urban Background,2008,28,high_8,6.535714285714286
Urban Background,2009,21,high_8,3.2857142857142856
Urban Background,2010,19,high_8,1.5263157894736843
Urban Background,2011,24,high_8,8
Urban Background,2012,25,high_8,2.36
Urban Background,2013,20,high_8,0.95
Urban Background,2014,23,high_8,1.434782608695652
Urban Background,2015,23,high_8,0.391304347826087
Urban Background,2016,22,high_8,0.4090909090909091
Urban Background,2017,24,high_8,0.375
Urban Background,2018,22,high_8,1.0909090909090908
Urban Background,2019,26,high_8,0.5
Urban Background,2020,40,high_8,0.3
Urban Background,2021,38,high_8,0
Urban Background,2022,44,high_8,1.5227272727272727
Urban Background,2023,53,high_8,0.1320754716981132
Urban Background,2024,57,high_8,0
Urban Background,2025,69,high_8,0.028985507246376812
Urban Background,1992,2,high_9,46
Urban Background,1993,5,high_9,66.8
Urban Background,1994,13,high_9,33.69230769230769
Urban Background,1995,13,high_9,20.076923076923077
Urban Background,1996,16,high_9,48.3125
Urban Background,1997,26,high_9,19.115384615384617
Urban Background,1998,33,high_9,7.03030303030303
Urban Background,1999,33,high_9,1.0303030303030303
Urban Background,2000,34,high_9,2.4705882352941178
Urban Background,2001,43,high_9,5.441860465116279
Urban Background,2002,39,high_9,1.8461538461538463
Urban Background,2003,38,high_9,3.5789473684210527
Urban Background,2004,39,high_9,0.5897435897435898
Urban Background,2005,36,high_9,2.0833333333333335
Urban Background,2006,39,high_9,4.615384615384615
Urban Background,2007,32,high_9,8.4375
Urban Background,2008,28,high_9,3.892857142857143
Urban Background,2009,21,high_9,0.6190476190476191
Urban Background,2010,19,high_9,0.8947368421052632
Urban Background,2011,24,high_9,3.7916666666666665
Urban Background,2012,25,high_9,1.44
Urban Background,2013,20,high_9,0
Urban Background,2014,23,high_9,0.30434782608695654
Urban Background,2015,23,high_9,0
Urban Background,2016,22,high_9,0.22727272727272727
Urban Background,2017,24,high_9,0.75
Urban Background,2018,22,high_9,0.22727272727272727
Urban Background,2019,26,high_9,0.7307692307692307
Urban Background,2020,40,high_9,0.525
Urban Background,2021,38,high_9,0
Urban Background,2022,44,high_9,0.25
Urban Background,2023,53,high_9,0.03773584905660377
Urban Background,2024,57,high_9,0
Urban Background,2025,69,high_9,0.043478260869565216
Urban Background,1992,2,vhigh_10,171
Urban Background,1993,5,vhigh_10,69.4
Urban Background,1994,13,vhigh_10,48.15384615384615
Urban Background,1995,13,vhigh_10,26.46153846153846
Urban Background,1996,16,vhigh_10,79.625
Urban Background,1997,26,vhigh_10,26.115384615384617
Urban Background,1998,33,vhigh_10,9.363636363636363
Urban Background,1999,33,vhigh_10,2.6666666666666665
Urban Background,2000,34,vhigh_10,3.7058823529411766
Urban Background,2001,43,vhigh_10,12.674418604651162
Urban Background,2002,39,vhigh_10,3.8461538461538463
Urban Background,2003,38,vhigh_10,4.7368421052631575
Urban Background,2004,39,vhigh_10,2.2564102564102564
Urban Background,2005,36,vhigh_10,5
Urban Background,2006,39,vhigh_10,5.769230769230769
Urban Background,2007,32,vhigh_10,10.1875
Urban Background,2008,28,vhigh_10,4.785714285714286
Urban Background,2009,21,vhigh_10,0
Urban Background,2010,19,vhigh_10,1.894736842105263
Urban Background,2011,24,vhigh_10,5.166666666666667
Urban Background,2012,25,vhigh_10,0
Urban Background,2013,20,vhigh_10,0
Urban Background,2014,23,vhigh_10,3.3043478260869565
Urban Background,2015,23,vhigh_10,0
Urban Background,2016,22,vhigh_10,2.272727272727273
Urban Background,2017,24,vhigh_10,0.9166666666666666
Urban Background,2018,22,vhigh_10,0
Urban Background,2019,26,vhigh_10,1.2307692307692308
Urban Background,2020,40,vhigh_10,0.825
Urban Background,2021,38,vhigh_10,0
Urban Background,2022,44,vhigh_10,0
Urban Background,2023,53,vhigh_10,0.32075471698113206
Urban Background,2024,57,vhigh_10,0
Urban Background,2025,69,vhigh_10,0.2463768115942029
